frameid,fps,people_cnt,bodyid,Head,ShoulderSpine,LeftShoulder,LeftElbow,LeftHand,RightShoulder,RightElbow,RightHand,MidSpine,BaseSpine,LeftHip,LeftKnee,LeftFoot,RightHip,RightKnee,RightFoot,LeftWrist,RightWrist,Neck,Unknown
15,30.303,2,67,"[-223.84, 237.983, 1684.48]","[-261.194, 38.7071, 1655.29]","[-412.2, 43.3358, 1577.12]","[-424.167, -172.788, 1387.29]","[-174.185, 22.464, 1448.16]","[-133.249, 1.21406, 1758.69]","[-99.8208, -285.84, 1772.62]","[-44.2069, -581.703, 1661.11]","[-286.045, -214.479, 1638.3]","[-294.565, -408.238, 1579.14]","[-393.444, -418.311, 1534.29]","[-357.307, -710.838, 1241.81]","[-357.653, -1097.49, 1242.09]","[-199.662, -452.253, 1609.03]","[-202.012, -867.455, 1614.07]","[-202.012, -1258.25, 1614.07]","[-216.017, -10.2296, 1438.02]","[-53.4755, -532.394, 1679.69]","[-253.031, 121.855, 1660.88]","[0, 0, 0]"
15,30.303,2,70,"[791.429, 65.0707, 2249.06]","[863.29, -125.629, 2245.78]","[710.972, -155.28, 2347.05]","[719.406, -431.172, 2302.48]","[658.482, -693.009, 2155.69]","[1042.39, -107.206, 2206.3]","[1150.84, -364.587, 2193.28]","[1089.22, -601.146, 2008.73]","[905.332, -375.964, 2255.41]","[910.268, -574.837, 2210.54]","[811.47, -588.975, 2222.32]","[832.897, -956.214, 1994.44]","[832.897, -1349.23, 1994.44]","[1001.15, -574.636, 2168.47]","[989.999, -939.485, 1936.07]","[989.999, -1332.5, 1936.07]","[668.636, -649.369, 2180.16]","[1099.49, -561.719, 2039.48]","[849.352, -42.633, 2242.59]","[0, 0, 0]"
16,29.4118,2,67,"[-237.668, 237.306, 1699.89]","[-271.791, 38.2465, 1665.21]","[-420.084, 43.7865, 1583.14]","[-400.769, -164.269, 1384.42]","[-167.913, 37.9907, 1479.65]","[-166.699, 5.02704, 1792.0]","[-126.088, -280.042, 1784.51]","[-61.9562, -571.531, 1672.89]","[-294.945, -214.696, 1645.86]","[-301.327, -408.393, 1586.23]","[-399.172, -417.932, 1539.69]","[-363.957, -703.904, 1241.4]","[-369.82, -1089.54, 1238.2]","[-207.569, -453.206, 1617.52]","[-212.073, -869.669, 1621.39]","[-212.073, -1260.47, 1621.39]","[-206.842, 4.11628, 1463.78]","[-72.6444, -522.95, 1691.49]","[-264.179, 121.396, 1671.57]","[0, 0, 0]"
16,29.4118,2,70,"[793.311, 66.5944, 2250.3]","[863.508, -124.769, 2246.43]","[711.529, -154.147, 2347.99]","[720.99, -430.183, 2304.65]","[658.392, -690.72, 2156.38]","[1042.14, -106.767, 2204.92]","[1150.9, -363.984, 2191.34]","[1089.07, -602.352, 2009.34]","[904.654, -375.241, 2255.51]","[908.965, -574.007, 2210.15]","[810.009, -588.652, 2222.39]","[833.125, -954.565, 1994.05]","[834.259, -1339.34, 1992.06]","[999.945, -574.505, 2167.62]","[987.664, -938.08, 1934.73]","[976.024, -1324.08, 1928.05]","[668.826, -647.298, 2181.09]","[1099.37, -562.625, 2039.67]","[849.865, -41.7213, 2243.42]","[0, 0, 0]"
17,31.25,2,67,"[-252.399, 236.26, 1712.48]","[-284.388, 37.7887, 1674.45]","[-429.952, 44.0896, 1589.57]","[-387.451, -156.478, 1387.42]","[-165.663, 45.2129, 1502.01]","[-206.745, 9.87078, 1823.04]","[-157.97, -271.132, 1795.54]","[-83.4028, -557.294, 1684.1]","[-307.981, -214.16, 1652.12]","[-311.545, -408.144, 1593.22]","[-408.357, -417.34, 1544.68]","[-369.689, -681.42, 1228.22]","[-373.526, -1054.69, 1215.63]","[-219.267, -453.469, 1627.55]","[-226.98, -869.103, 1633.18]","[-226.98, -1259.9, 1633.18]","[-202.676, 11.4671, 1482.91]","[-95.8301, -509.6, 1702.68]","[-276.611, 120.841, 1681.81]","[0, 0, 0]"
17,31.25,2,70,"[801.017, 71.5476, 2255.13]","[865.278, -121.802, 2248.65]","[715.342, -149.684, 2352.43]","[726.764, -426.146, 2312.64]","[657.842, -681.853, 2159.42]","[1042.59, -104.786, 2202.23]","[1151.98, -361.391, 2184.19]","[1089.35, -604.357, 2008.95]","[903.121, -372.629, 2255.54]","[905.532, -570.9, 2208.11]","[806.867, -587.701, 2221.78]","[833.135, -948.594, 1992.72]","[833.153, -1329.99, 1990.14]","[996.919, -573.211, 2165.49]","[978.588, -929.635, 1929.08]","[961.002, -1306.28, 1918.06]","[669.332, -639.239, 2184.95]","[1099.78, -563.867, 2038.16]","[852.721, -38.5815, 2246.36]","[0, 0, 0]"
18,30.303,2,67,"[-268.875, 233.562, 1724.07]","[-298.872, 36.6902, 1682.86]","[-437.921, 43.833, 1590.31]","[-379.498, -152.941, 1390.06]","[-167.433, 45.4863, 1522.33]","[-240.104, 12.3972, 1844.33]","[-188.936, -265.643, 1805.06]","[-104.628, -547.865, 1693.33]","[-324.335, -213.568, 1657.81]","[-326.053, -407.696, 1599.26]","[-420.918, -416.668, 1547.15]","[-341.308, -592.723, 1192.08]","[-316.755, -914.919, 1162.56]","[-233.983, -453.016, 1634.03]","[-243.652, -868.034, 1636.61]","[-243.652, -1258.84, 1636.61]","[-202.785, 12.3287, 1500.29]","[-118.679, -500.828, 1711.95]","[-290.436, 119.589, 1691.16]","[0, 0, 0]"
18,30.303,2,70,"[815.655, 78.5613, 2266.01]","[869.438, -117.397, 2252.26]","[725.201, -144.169, 2361.09]","[733.247, -421.283, 2325.3]","[656.8, -670.442, 2165.14]","[1045.03, -101.886, 2199.18]","[1153.26, -358.459, 2175.08]","[1088.31, -604.97, 2005.62]","[901.255, -368.715, 2255.23]","[901.292, -564.273, 2204.05]","[803.292, -586.892, 2218.57]","[831.48, -943.619, 1990.58]","[829.599, -1332.22, 1988.42]","[993.243, -571.853, 2161.43]","[965.989, -917.753, 1917.82]","[953.623, -1299.08, 1906.2]","[669.545, -628.92, 2191.83]","[1099.13, -563.888, 2033.86]","[858.865, -33.8979, 2251.27]","[0, 0, 0]"
19,30.303,2,67,"[-286.322, 230.681, 1735.13]","[-314.782, 34.8449, 1689.86]","[-438.813, 44.7468, 1580.27]","[-372.73, -156.864, 1389.91]","[-175.27, 40.0251, 1542.91]","[-252.062, 4.4522, 1848.06]","[-216.542, -274.323, 1808.9]","[-121.683, -554.052, 1698.49]","[-342.394, -213.156, 1660.52]","[-343.632, -407.423, 1602.39]","[-436.327, -416.535, 1546.9]","[-387.326, -670.782, 1251.44]","[-432.615, -1147.93, 1307.95]","[-250.902, -452.249, 1635.47]","[-261.66, -867.102, 1634.28]","[-261.66, -1257.9, 1634.28]","[-208.175, 7.16205, 1517.41]","[-137.493, -507.43, 1716.89]","[-305.578, 117.496, 1699.65]","[0, 0, 0]"
19,30.303,2,70,"[833.149, 84.0909, 2279.07]","[875.364, -113.623, 2255.57]","[735.764, -140.803, 2366.29]","[739.102, -418.673, 2336.24]","[651.68, -659.04, 2168.46]","[1049.78, -99.6923, 2197.18]","[1154.92, -356.676, 2165.26]","[1086.33, -604.028, 1998.29]","[900.031, -365.457, 2254.38]","[898.245, -557.178, 2198.73]","[800.678, -586.325, 2212.02]","[821.392, -944.093, 1990.24]","[812.41, -1338.88, 1990.4]","[991.038, -570.998, 2156.81]","[954.491, -910.895, 1910.49]","[946.845, -1300.34, 1906.16]","[666.254, -618.983, 2196.43]","[1097.76, -562.804, 2026.12]","[867.157, -29.8519, 2255.97]","[0, 0, 0]"
20,30.303,2,67,"[-303.376, 225.966, 1745.91]","[-331.421, 31.3822, 1695.3]","[-444.265, 44.4437, 1574.03]","[-364.429, -160.212, 1390.31]","[-183.811, 33.5221, 1565.05]","[-268.82, -3.25925, 1853.03]","[-240.508, -284.454, 1811.56]","[-135.71, -561.261, 1701.49]","[-360.915, -214.329, 1660.95]","[-362.247, -408.788, 1603.46]","[-453.504, -416.636, 1546.0]","[-325.907, -568.153, 1217.31]","[-271.335, -871.91, 1182.44]","[-268.699, -452.432, 1634.76]","[-279.508, -868.184, 1632.76]","[-279.508, -1258.99, 1632.76]","[-213.906, 1.20826, 1535.93]","[-153.176, -515.127, 1719.83]","[-321.535, 113.73, 1706.82]","[0, 0, 0]"
20,30.303,2,70,"[850.213, 86.8832, 2290.82]","[881.902, -111.462, 2257.8]","[744.44, -138.692, 2368.47]","[742.487, -416.544, 2337.88]","[647.194, -651.207, 2165.88]","[1055.25, -99.7519, 2195.53]","[1156.8, -357.131, 2155.84]","[1083.14, -604.76, 1991.37]","[899.412, -363.821, 2251.52]","[896.489, -551.767, 2191.45]","[798.985, -585.977, 2198.8]","[800.341, -951.808, 1993.96]","[783.774, -1352.06, 1997.46]","[989.983, -570.617, 2150.48]","[945.112, -909.407, 1906.41]","[940.114, -1303.45, 1905.14]","[663.078, -612.098, 2194.55]","[1095.42, -563.489, 2018.78]","[876.074, -27.5044, 2259.89]","[0, 0, 0]"
21,30.303,2,67,"[-319.208, 220.292, 1754.21]","[-348.456, 26.7069, 1699.47]","[-452.823, 43.2069, 1569.94]","[-363.217, -162.28, 1392.03]","[-198.677, 29.1623, 1582.42]","[-305.368, -2.36659, 1868.49]","[-269.957, -280.656, 1815.76]","[-156.739, -555.149, 1709.97]","[-379.621, -217.17, 1660.01]","[-380.699, -411.969, 1603.69]","[-470.763, -416.942, 1544.78]","[-481.043, -832.692, 1543.61]","[-481.043, -1223.49, 1543.61]","[-286.366, -453.512, 1634.41]","[-296.628, -869.931, 1633.51]","[-296.628, -1260.73, 1633.51]","[-226.085, -2.75245, 1550.69]","[-175.607, -509.399, 1727.6]","[-337.977, 108.72, 1712.74]","[0, 0, 0]"
21,30.303,2,70,"[865.37, 88.2699, 2298.96]","[888.274, -110.245, 2258.98]","[751.418, -137.199, 2368.93]","[745.114, -414.942, 2337.6]","[642.488, -645.469, 2163.92]","[1060.55, -100.9, 2193.94]","[1157.67, -358.917, 2147.54]","[1079.5, -606.061, 1984.36]","[899.052, -363.167, 2246.51]","[895.348, -548.292, 2183.93]","[797.948, -585.659, 2186.54]","[778.639, -959.167, 1998.94]","[764.039, -1357.59, 2002.77]","[988.949, -570.499, 2143.08]","[938.411, -909.768, 1902.02]","[935.609, -1304.45, 1899.98]","[659.592, -607.047, 2192.87]","[1092.53, -564.87, 2011.56]","[884.688, -26.2231, 2263.12]","[0, 0, 0]"
22,30.303,2,67,"[-333.156, 215.271, 1758.88]","[-365.532, 22.1123, 1702.85]","[-467.673, 40.8239, 1571.2]","[-370.393, -161.892, 1395.7]","[-208.467, 26.4139, 1590.38]","[-326.954, -6.53779, 1875.98]","[-297.441, -283.453, 1816.68]","[-174.799, -554.9, 1715.1]","[-397.159, -220.686, 1658.73]","[-397.803, -415.884, 1603.8]","[-487.343, -419.052, 1542.38]","[-496.708, -836.273, 1540.45]","[-496.708, -1227.07, 1540.45]","[-302.107, -455.352, 1636.48]","[-310.553, -872.242, 1638.01]","[-310.553, -1263.04, 1638.01]","[-235.434, -4.9676, 1557.93]","[-195.238, -509.658, 1732.03]","[-354.887, 103.839, 1717.69]","[0, 0, 0]"
22,30.303,2,70,"[876.586, 89.2494, 2303.85]","[894.318, -109.2, 2260.02]","[758.279, -136.597, 2369.36]","[747.996, -413.937, 2335.47]","[639.833, -643.978, 2164.4]","[1065.15, -102.197, 2192.59]","[1157.53, -361.097, 2141.42]","[1074.99, -606.874, 1978.3]","[898.779, -362.748, 2240.11]","[894.439, -546.214, 2177.74]","[797.362, -585.606, 2179.91]","[763.948, -962.052, 1999.94]","[756.643, -1356.0, 1999.84]","[988.373, -570.635, 2138.13]","[935.887, -908.804, 1896.54]","[936.161, -1301.63, 1893.37]","[657.858, -605.637, 2192.92]","[1088.75, -565.911, 2005.49]","[892.836, -25.2613, 2266.6]","[0, 0, 0]"
23,30.303,2,67,"[-344.773, 210.904, 1760.68]","[-382.677, 18.2571, 1705.54]","[-479.597, 38.7943, 1570.15]","[-388.065, -167.259, 1397.66]","[-221.939, 17.0122, 1591.48]","[-338.411, -12.1861, 1877.8]","[-323.641, -288.465, 1816.17]","[-195.272, -558.506, 1718.89]","[-413.72, -223.934, 1657.66]","[-414.896, -419.494, 1604.04]","[-505.397, -423.278, 1541.76]","[-515.989, -842.011, 1541.63]","[-515.989, -1232.81, 1541.63]","[-320.254, -457.887, 1644.18]","[-330.986, -875.166, 1650.31]","[-330.986, -1265.97, 1650.31]","[-249.611, -13.6931, 1559.17]","[-216.667, -513.499, 1735.11]","[-372.229, 99.7737, 1721.65]","[0, 0, 0]"
23,30.303,2,70,"[884.945, 90.2848, 2306.86]","[900.222, -107.871, 2261.39]","[765.025, -136.304, 2369.94]","[751.382, -413.19, 2333.48]","[639.234, -642.966, 2164.61]","[1069.54, -102.898, 2191.85]","[1156.15, -363.111, 2137.26]","[1071.0, -605.313, 1970.23]","[898.553, -362.127, 2233.26]","[893.872, -544.536, 2172.34]","[797.215, -585.725, 2175.31]","[757.979, -956.541, 1985.27]","[757.589, -1343.68, 1972.16]","[987.834, -570.766, 2133.27]","[934.866, -906.515, 1888.82]","[935.556, -1298.05, 1883.79]","[657.923, -604.669, 2192.75]","[1085.19, -564.946, 1998.07]","[900.766, -24.1654, 2270.64]","[0, 0, 0]"
24,30.303,2,67,"[-356.395, 207.54, 1761.05]","[-399.501, 15.3503, 1707.71]","[-492.459, 37.8755, 1569.55]","[-407.667, -175.048, 1399.51]","[-238.259, 8.84973, 1592.28]","[-349.453, -20.1385, 1875.76]","[-347.825, -298.804, 1815.15]","[-207.991, -564.816, 1719.2]","[-429.85, -226.448, 1656.97]","[-432.155, -422.299, 1604.47]","[-524.004, -426.958, 1541.86]","[-534.826, -844.77, 1542.24]","[-534.826, -1235.57, 1542.24]","[-341.447, -459.037, 1656.39]","[-354.541, -874.906, 1665.44]","[-354.541, -1265.71, 1665.44]","[-266.485, -21.7944, 1560.15]","[-231.298, -520.482, 1735.19]","[-389.289, 96.7044, 1724.77]","[0, 0, 0]"
24,30.303,2,70,"[891.33, 91.2469, 2309.37]","[905.818, -106.269, 2263.33]","[771.496, -134.733, 2372.34]","[755.428, -410.986, 2332.21]","[639.129, -640.501, 2165.84]","[1073.17, -103.378, 2191.25]","[1152.95, -365.391, 2134.91]","[1067.49, -603.112, 1961.78]","[898.324, -361.329, 2227.45]","[893.497, -542.891, 2167.71]","[797.338, -586.607, 2171.04]","[766.732, -942.806, 1955.35]","[776.894, -1324.38, 1931.72]","[987.242, -570.887, 2128.12]","[932.037, -902.429, 1878.76]","[930.549, -1292.55, 1872.1]","[658.51, -602.248, 2193.57]","[1081.73, -563.492, 1990.63]","[908.264, -22.8938, 2275.05]","[0, 0, 0]"
25,30.303,2,67,"[-369.5, 205.497, 1760.84]","[-415.732, 13.4037, 1709.22]","[-506.055, 37.6459, 1569.36]","[-420.981, -179.928, 1401.76]","[-253.378, 4.88048, 1593.97]","[-365.245, -24.04, 1876.41]","[-369.931, -305.94, 1820.36]","[-223.595, -566.221, 1720.58]","[-445.499, -228.073, 1656.49]","[-448.785, -424.485, 1606.2]","[-541.794, -430.319, 1543.29]","[-551.723, -847.713, 1544.65]","[-551.723, -1238.52, 1544.65]","[-360.271, -457.244, 1666.9]","[-370.676, -870.708, 1673.39]","[-370.676, -1261.51, 1673.39]","[-281.306, -25.9174, 1561.93]","[-247.987, -522.843, 1737.21]","[-405.716, 94.6391, 1726.96]","[0, 0, 0]"
25,30.303,2,70,"[896.767, 92.0283, 2312.83]","[910.951, -104.441, 2265.78]","[778.763, -132.218, 2377.86]","[757.316, -407.287, 2332.68]","[637.923, -635.915, 2167.31]","[1076.49, -103.303, 2191.02]","[1147.45, -367.534, 2133.43]","[1064.97, -600.555, 1952.69]","[898.11, -360.406, 2223.58]","[893.216, -541.142, 2163.96]","[797.737, -588.23, 2166.7]","[794.464, -910.492, 1906.05]","[816.833, -1278.48, 1869.38]","[986.629, -571.008, 2123.29]","[928.879, -893.536, 1863.35]","[927.03, -1279.91, 1852.65]","[657.821, -597.81, 2194.87]","[1078.71, -561.719, 1982.81]","[915.116, -21.4153, 2279.46]","[0, 0, 0]"
26,30.303,2,67,"[-383.991, 204.578, 1760.65]","[-430.825, 12.0783, 1710.26]","[-516.207, 37.1316, 1567.56]","[-440.496, -187.628, 1405.51]","[-263.123, -1.05584, 1583.51]","[-381.604, -24.694, 1878.85]","[-388.295, -308.51, 1834.75]","[-243.132, -563.015, 1723.9]","[-460.22, -229.145, 1656.15]","[-464.828, -426.726, 1610.95]","[-560.374, -429.719, 1550.46]","[-341.18, -583.579, 1232.46]","[-361.047, -1000.93, 1247.52]","[-379.24, -453.83, 1680.14]","[-389.833, -866.383, 1688.64]","[-389.833, -1257.19, 1688.64]","[-292.693, -32.1526, 1553.84]","[-267.322, -520.601, 1742.37]","[-420.935, 93.2254, 1728.46]","[0, 0, 0]"
26,30.303,2,70,"[902.577, 93.0749, 2317.65]","[915.768, -102.276, 2268.26]","[785.541, -131.384, 2381.15]","[758.549, -405.998, 2336.02]","[635.622, -631.177, 2168.59]","[1078.31, -103.076, 2189.0]","[1140.57, -369.731, 2132.51]","[1061.78, -597.741, 1943.88]","[897.942, -359.098, 2220.65]","[892.944, -539.154, 2160.51]","[798.584, -590.969, 2161.13]","[799.281, -1011.31, 2157.81]","[799.281, -1404.37, 2157.81]","[985.836, -571.08, 2118.13]","[985.352, -989.431, 2115.19]","[985.352, -1382.49, 2115.19]","[656.11, -593.647, 2196.5]","[1074.91, -559.74, 1975.32]","[921.508, -19.622, 2283.58]","[0, 0, 0]"
27,30.303,2,67,"[-400.342, 204.294, 1760.65]","[-445.626, 10.7857, 1711.78]","[-525.208, 36.6781, 1565.23]","[-471.848, -198.023, 1411.76]","[-268.187, -18.8028, 1560.84]","[-404.522, -22.4463, 1884.55]","[-408.479, -306.919, 1853.88]","[-264.347, -554.459, 1731.16]","[-474.469, -230.587, 1658.22]","[-480.209, -429.518, 1619.7]","[-575.962, -423.157, 1558.53]","[-352.528, -614.074, 1267.41]","[-363.31, -1035.89, 1296.01]","[-395.669, -448.605, 1694.28]","[-404.068, -860.095, 1703.0]","[-404.068, -1250.9, 1703.0]","[-302.18, -48.6633, 1536.0]","[-288.363, -513.208, 1751.61]","[-435.922, 91.9926, 1729.8]","[0, 0, 0]"
27,30.303,2,70,"[907.336, 94.9572, 2321.81]","[919.781, -99.7842, 2270.42]","[790.201, -130.389, 2382.24]","[758.749, -405.539, 2344.18]","[631.878, -624.32, 2171.44]","[1077.63, -102.94, 2184.77]","[1130.57, -372.252, 2131.51]","[1054.54, -597.658, 1938.52]","[897.781, -357.522, 2218.83]","[892.593, -537.128, 2157.97]","[799.403, -593.452, 2157.91]","[799.967, -1013.25, 2156.7]","[799.967, -1406.31, 2156.7]","[985.596, -571.331, 2115.69]","[985.606, -989.756, 2115.1]","[985.606, -1382.82, 2115.1]","[653.023, -587.859, 2200.23]","[1067.21, -560.09, 1970.68]","[926.816, -17.4489, 2286.9]","[0, 0, 0]"
28,30.303,2,67,"[-416.675, 203.85, 1761.13]","[-460.21, 9.18903, 1714.76]","[-529.799, 35.8715, 1561.75]","[-498.804, -208.218, 1420.01]","[-275.624, -37.5205, 1548.14]","[-423.799, -17.8665, 1890.94]","[-425.153, -301.983, 1870.7]","[-280.106, -543.758, 1741.03]","[-488.278, -232.958, 1665.53]","[-493.688, -432.699, 1631.06]","[-583.09, -419.953, 1561.68]","[-346.232, -639.007, 1303.38]","[-339.137, -1048.93, 1328.29]","[-407.352, -443.579, 1706.65]","[-412.038, -855.788, 1713.45]","[-412.038, -1246.59, 1713.45]","[-312.852, -65.958, 1526.79]","[-304.278, -503.464, 1762.64]","[-450.76, 90.7181, 1731.33]","[0, 0, 0]"
28,30.303,2,70,"[910.273, 97.7606, 2326.02]","[922.666, -96.8442, 2272.46]","[793.367, -129.497, 2382.42]","[758.821, -405.227, 2352.0]","[627.601, -616.658, 2173.5]","[1075.58, -102.75, 2181.06]","[1124.24, -373.37, 2129.92]","[1048.58, -597.975, 1935.75]","[897.638, -355.523, 2217.91]","[892.185, -534.927, 2156.49]","[798.287, -594.9, 2155.92]","[797.153, -1013.66, 2155.46]","[797.153, -1406.73, 2155.46]","[986.507, -571.9, 2114.1]","[987.424, -990.505, 2113.85]","[987.424, -1383.58, 2113.85]","[649.471, -581.422, 2203.25]","[1061.19, -560.541, 1968.11]","[930.617, -14.7632, 2289.78]","[0, 0, 0]"
29,30.303,2,67,"[-430.422, 202.448, 1764.23]","[-473.836, 7.31571, 1720.28]","[-531.877, 35.3453, 1559.87]","[-524.4, -215.121, 1428.61]","[-286.035, -57.4873, 1545.27]","[-442.034, -13.4731, 1898.2]","[-436.649, -295.317, 1870.08]","[-288.695, -539.442, 1751.88]","[-500.819, -235.832, 1678.4]","[-504.005, -435.382, 1642.5]","[-582.781, -418.499, 1562.08]","[-578.984, -833.587, 1561.08]","[-578.984, -1224.39, 1561.08]","[-414.67, -447.816, 1713.22]","[-416.519, -868.196, 1715.14]","[-416.519, -1259.0, 1715.14]","[-325.768, -83.7518, 1525.82]","[-313.349, -498.753, 1771.58]","[-464.741, 89.3222, 1734.4]","[0, 0, 0]"
29,30.303,2,70,"[911.974, 100.467, 2329.41]","[924.799, -94.3679, 2274.11]","[795.893, -129.235, 2382.68]","[758.893, -405.263, 2357.8]","[627.068, -612.118, 2174.33]","[1073.86, -102.387, 2178.15]","[1122.38, -373.157, 2127.49]","[1045.76, -598.19, 1934.19]","[897.464, -353.943, 2217.23]","[891.746, -533.391, 2155.52]","[796.325, -596.132, 2154.47]","[794.727, -1014.77, 2154.14]","[794.727, -1407.85, 2154.14]","[987.951, -572.571, 2113.0]","[989.117, -991.152, 2112.83]","[989.117, -1384.23, 2112.83]","[649.038, -577.643, 2204.91]","[1058.53, -560.684, 1966.41]","[933.43, -12.4955, 2292.06]","[0, 0, 0]"
30,30.303,2,67,"[-442.216, 199.021, 1771.45]","[-485.66, 5.24334, 1728.16]","[-537.161, 34.1569, 1562.82]","[-547.315, -219.226, 1438.63]","[-299.367, -75.491, 1556.95]","[-457.295, -9.52506, 1906.3]","[-443.87, -288.309, 1866.4]","[-290.724, -536.364, 1762.58]","[-509.886, -238.742, 1694.39]","[-510.632, -437.007, 1652.28]","[-580.061, -417.686, 1563.71]","[-576.028, -833.096, 1564.39]","[-576.028, -1223.9, 1564.39]","[-417.971, -446.948, 1720.9]","[-417.501, -861.679, 1724.64]","[-417.501, -1252.48, 1724.64]","[-340.68, -99.4544, 1537.23]","[-316.24, -495.021, 1779.89]","[-477.477, 87.7587, 1739.58]","[0, 0, 0]"
30,30.303,2,70,"[913.032, 102.429, 2331.65]","[926.276, -92.814, 2275.06]","[797.643, -129.396, 2382.91]","[759.316, -405.489, 2360.16]","[628.998, -611.329, 2174.39]","[1073.49, -102.293, 2176.76]","[1122.84, -372.606, 2124.55]","[1044.65, -598.475, 1932.89]","[897.217, -353.246, 2216.39]","[891.299, -532.899, 2154.49]","[794.154, -597.351, 2152.97]","[792.632, -1016.02, 2152.35]","[792.632, -1409.11, 2152.35]","[989.705, -573.079, 2112.35]","[990.956, -991.439, 2112.34]","[990.956, -1384.53, 2112.34]","[650.717, -577.022, 2205.35]","[1057.68, -560.83, 1964.83]","[935.401, -11.1051, 2293.48]","[0, 0, 0]"
31,30.303,2,67,"[-452.043, 194.668, 1780.83]","[-495.793, 2.91316, 1736.49]","[-557.506, 26.8597, 1576.65]","[-559.798, -224.48, 1449.74]","[-301.547, -96.3466, 1563.71]","[-465.92, -8.79107, 1912.44]","[-447.206, -285.678, 1866.91]","[-287.057, -532.31, 1770.74]","[-515.441, -241.333, 1707.65]","[-514.34, -438.243, 1659.63]","[-579.688, -416.874, 1567.0]","[-578.917, -832.078, 1569.2]","[-578.917, -1222.88, 1569.2]","[-423.033, -450.16, 1731.06]","[-425.228, -868.506, 1737.19]","[-425.228, -1259.31, 1737.19]","[-344.576, -117.709, 1544.72]","[-313.743, -491.203, 1786.77]","[-489.135, 85.7958, 1746.27]","[0, 0, 0]"
31,30.303,2,70,"[913.645, 103.664, 2333.15]","[927.109, -91.9759, 2275.44]","[799.324, -129.932, 2383.91]","[760.439, -405.953, 2360.98]","[629.606, -610.978, 2174.63]","[1073.49, -102.469, 2176.05]","[1123.26, -372.543, 2123.05]","[1044.31, -598.713, 1932.06]","[896.904, -353.218, 2215.26]","[890.826, -533.182, 2153.2]","[791.944, -598.447, 2151.03]","[790.544, -1017.03, 2149.93]","[790.544, -1410.13, 2149.93]","[991.448, -573.526, 2111.81]","[917.679, -867.282, 1830.77]","[908.955, -1240.03, 1806.5]","[651.411, -576.806, 2205.69]","[1057.47, -561.018, 1963.89]","[936.548, -10.3943, 2294.24]","[0, 0, 0]"
32,30.303,2,67,"[-461.27, 189.614, 1791.62]","[-504.622, -0.42798, 1744.73]","[-571.34, 15.8708, 1590.78]","[-571.392, -232.863, 1460.22]","[-298.021, -132.047, 1561.76]","[-472.442, -9.23723, 1918.91]","[-448.86, -284.57, 1869.91]","[-278.783, -525.379, 1777.99]","[-518.55, -244.542, 1717.37]","[-516.255, -440.395, 1665.05]","[-585.609, -419.437, 1574.7]","[-590.507, -837.423, 1580.47]","[-590.507, -1228.22, 1580.47]","[-427.59, -452.324, 1741.44]","[-429.667, -869.221, 1747.53]","[-429.667, -1260.02, 1747.53]","[-343.578, -148.84, 1544.84]","[-307.128, -485.244, 1793.31]","[-499.883, 82.6566, 1754.04]","[0, 0, 0]"
32,30.303,2,70,"[914.149, 104.336, 2334.09]","[927.569, -91.5961, 2275.43]","[801.418, -130.934, 2385.65]","[761.685, -406.645, 2360.63]","[629.283, -610.393, 2173.98]","[1073.61, -102.759, 2175.59]","[1123.5, -372.719, 2122.17]","[1044.44, -598.906, 1931.24]","[896.727, -353.414, 2213.9]","[890.511, -533.751, 2151.62]","[789.971, -599.346, 2148.62]","[788.856, -1017.79, 2147.13]","[788.856, -1410.89, 2147.13]","[993.254, -573.927, 2111.3]","[916.665, -872.465, 1831.38]","[917.918, -1274.73, 1838.44]","[651.35, -576.435, 2205.09]","[1057.61, -561.208, 1963.06]","[937.172, -10.1188, 2294.58]","[0, 0, 0]"
33,31.25,2,67,"[-471.209, 184.765, 1801.72]","[-514.671, -4.55534, 1754.07]","[-581.129, 7.71796, 1603.51]","[-578.777, -244.561, 1481.77]","[-287.483, -176.654, 1545.19]","[-477.752, -14.9317, 1924.45]","[-449.442, -289.37, 1875.81]","[-266.648, -519.526, 1783.81]","[-520.805, -247.87, 1724.06]","[-518.313, -443.184, 1669.59]","[-598.848, -422.854, 1589.12]","[-609.258, -841.006, 1599.88]","[-609.258, -1231.8, 1599.88]","[-428.611, -454.283, 1746.22]","[-427.903, -870.889, 1747.41]","[-427.903, -1261.68, 1747.41]","[-336.038, -187.896, 1534.62]","[-297.116, -481.17, 1799.15]","[-512.572, 78.5159, 1764.32]","[0, 0, 0]"
33,31.25,2,70,"[914.07, 103.264, 2335.32]","[927.9, -91.9347, 2275.27]","[803.54, -133.193, 2386.64]","[762.775, -408.55, 2359.5]","[627.944, -610.553, 2172.7]","[1073.76, -103.509, 2175.14]","[1123.5, -373.465, 2121.56]","[1044.7, -599.324, 1930.12]","[896.832, -353.948, 2212.81]","[890.375, -534.379, 2150.26]","[788.232, -600.267, 2145.84]","[787.321, -1018.76, 2144.11]","[787.321, -1411.88, 2144.11]","[994.981, -574.345, 2110.64]","[916.061, -882.682, 1840.47]","[916.691, -1286.15, 1851.36]","[650.416, -576.885, 2203.83]","[1057.83, -561.681, 1962.03]","[937.556, -10.5264, 2294.69]","[0, 0, 0]"
