frameid,fps,people_cnt,bodyid,Head,ShoulderSpine,LeftShoulder,LeftElbow,LeftHand,RightShoulder,RightElbow,RightHand,MidSpine,BaseSpine,LeftHip,LeftKnee,LeftFoot,RightHip,RightKnee,RightFoot,LeftWrist,RightWrist,Neck,Unknown
41,30.303,2,252,"[830.01, 157.301, 2246.92]","[853.421, -9.28737, 2165.81]","[756.017, -92.5569, 2161.59]","[774.314, -364.954, 2155.74]","[774.314, -701.963, 2155.74]","[837.95, 14.449, 2013.35]","[592.318, 1.68367, 1921.39]","[392.967, 152.87, 2058.37]","[810.731, -216.837, 2058.76]","[810.426, -392.437, 2006.93]","[730.783, -532.724, 1987.32]","[724.31, -924.254, 1987.72]","[724.31, -1292.57, 1987.72]","[887.985, -515.814, 1938.31]","[860.382, -826.12, 1710.61]","[880.947, -1221.38, 1744.07]","[774.314, -604.161, 2155.74]","[426.207, 127.678, 2035.54]","[867.563, 59.533, 2201.3]","[0, 0, 0]"
42,29.4118,2,145,"[-227.34, 204.548, 1871.8]","[-262.458, 32.4467, 1807.39]","[-307.179, 47.5493, 1661.98]","[-327.288, -164.744, 1503.27]","[-276.177, -414.935, 1367.57]","[-177.18, 5.8919, 1979.12]","[67.9535, 2.36341, 2083.18]","[285.474, 186.125, 2129.04]","[-250.624, -196.549, 1701.46]","[-255.679, -368.444, 1625.79]","[-340.642, -402.34, 1550.22]","[-272.872, -738.277, 1352.68]","[-280.594, -1110.78, 1354.05]","[-153.887, -425.045, 1616.61]","[-149.223, -817.983, 1615.97]","[-149.223, -1188.35, 1615.97]","[-284.697, -373.236, 1390.19]","[249.221, 155.501, 2121.4]","[-266.175, 104.358, 1840.65]","[0, 0, 0]"
42,29.4118,2,252,"[828.711, 160.849, 2252.45]","[850.823, -5.19046, 2170.2]","[763.394, -94.4327, 2157.89]","[764.394, -357.025, 2156.18]","[764.394, -695.664, 2156.18]","[829.572, 17.2856, 2020.0]","[580.792, 34.1783, 1935.11]","[384.592, 177.612, 2087.64]","[802.898, -213.447, 2059.58]","[800.605, -389.773, 2007.2]","[720.049, -531.08, 1987.91]","[714.071, -923.969, 1988.55]","[714.071, -1294.07, 1988.55]","[879.916, -515.031, 1943.8]","[835.445, -790.706, 1677.19]","[810.346, -1128.71, 1645.05]","[764.394, -597.388, 2156.18]","[417.296, 153.699, 2062.22]","[866.573, 63.2683, 2206.57]","[0, 0, 0]"
43,30.303,2,145,"[-214.718, 207.351, 1868.14]","[-251.502, 32.5294, 1807.34]","[-297.592, 47.9263, 1662.06]","[-323.607, -164.093, 1502.41]","[-266.635, -411.553, 1364.02]","[-160.768, 3.96193, 1974.81]","[80.505, 14.5415, 2089.42]","[286.454, 210.342, 2139.92]","[-243.057, -197.04, 1702.0]","[-247.594, -367.794, 1627.27]","[-330.334, -402.231, 1550.14]","[-278.929, -742.74, 1355.78]","[-282.311, -1113.02, 1354.25]","[-146.769, -424.975, 1614.45]","[-142.91, -819.072, 1612.78]","[-142.91, -1189.75, 1612.78]","[-276.133, -370.31, 1387.08]","[252.126, 177.713, 2131.51]","[-254.153, 104.645, 1840.43]","[0, 0, 0]"
43,30.303,2,252,"[827.389, 164.169, 2257.66]","[848.686, -1.87007, 2173.74]","[757.055, -88.3266, 2159.76]","[633.368, -117.798, 2085.46]","[665.198, -673.867, 2077.74]","[827.626, 19.5369, 2024.1]","[579.806, 73.2364, 1951.03]","[383.816, 206.048, 2119.61]","[797.967, -210.802, 2061.03]","[794.187, -387.634, 2007.82]","[713.069, -530.856, 1989.35]","[710.28, -926.837, 1990.57]","[710.28, -1298.87, 1990.57]","[875.785, -513.411, 1948.17]","[806.766, -764.33, 1657.73]","[784.205, -1118.0, 1644.27]","[687.753, -579.515, 2096.41]","[416.477, 183.9, 2091.51]","[865.305, 66.5605, 2210.66]","[0, 0, 0]"
44,31.25,2,145,"[-203.05, 210.103, 1861.56]","[-241.214, 32.4878, 1805.38]","[-290.319, 48.3863, 1661.1]","[-321.353, -163.274, 1500.82]","[-255.501, -403.235, 1353.37]","[-152.084, 0.766984, 1971.72]","[84.9724, 27.7468, 2093.53]","[278.438, 234.45, 2151.93]","[-237.321, -197.111, 1701.34]","[-241.568, -367.239, 1628.02]","[-321.843, -402.395, 1548.98]","[-282.001, -745.668, 1356.98]","[-282.831, -1116.39, 1355.48]","[-141.586, -424.759, 1611.68]","[-139.313, -819.022, 1609.72]","[-139.313, -1190.0, 1609.72]","[-266.483, -363.244, 1377.94]","[246.188, 200.004, 2142.19]","[-242.435, 104.851, 1838.17]","[0, 0, 0]"
44,31.25,2,252,"[824.703, 167.373, 2260.68]","[847.07, 0.85973, 2176.33]","[744.501, -78.3564, 2167.63]","[695.594, -247.871, 2122.73]","[674.543, -618.439, 2091.12]","[827.89, 24.6462, 2025.98]","[582.868, 108.191, 1967.13]","[379.589, 234.854, 2137.99]","[796.032, -208.981, 2063.31]","[791.234, -386.223, 2009.07]","[709.316, -532.089, 1992.33]","[708.717, -930.664, 1994.65]","[708.717, -1304.25, 1994.65]","[874.573, -513.186, 1950.43]","[787.272, -759.168, 1654.66]","[775.594, -1134.11, 1656.46]","[687.329, -578.118, 2097.08]","[413.464, 213.742, 2109.52]","[863.804, 69.6204, 2213.37]","[0, 0, 0]"
45,30.303,2,145,"[-193.632, 212.549, 1852.85]","[-231.905, 32.2934, 1800.56]","[-285.163, 48.3149, 1657.94]","[-320.667, -162.58, 1497.57]","[-255.616, -399.565, 1343.8]","[-148.41, -1.12731, 1968.36]","[83.4804, 32.4455, 2098.3]","[264.874, 250.576, 2157.68]","[-233.343, -197.337, 1699.31]","[-237.639, -367.311, 1627.54]","[-316.118, -402.512, 1547.39]","[-282.604, -747.834, 1357.93]","[-281.777, -1119.17, 1357.31]","[-138.06, -424.249, 1610.35]","[-136.878, -818.591, 1609.82]","[-136.878, -1189.88, 1609.82]","[-266.458, -360.068, 1369.43]","[234.64, 214.222, 2147.78]","[-231.44, 105.052, 1832.64]","[0, 0, 0]"
45,30.303,2,252,"[821.712, 169.718, 2260.37]","[845.819, 2.94449, 2178.03]","[733.061, -69.5122, 2177.68]","[724.757, -310.806, 2143.28]","[674.177, -617.338, 2091.1]","[828.701, 30.5024, 2026.26]","[584.04, 129.111, 1982.92]","[368.939, 251.453, 2144.54]","[795.964, -208.673, 2066.33]","[790.492, -386.29, 2011.04]","[708.065, -535.621, 1998.47]","[708.844, -937.116, 2003.16]","[708.844, -1311.95, 2003.16]","[875.359, -514.192, 1950.61]","[778.272, -766.219, 1659.24]","[775.861, -1150.72, 1665.79]","[685.677, -573.518, 2098.39]","[404.79, 231.067, 2117.61]","[862.179, 72.3546, 2214.68]","[0, 0, 0]"
46,30.303,2,145,"[-186.9, 214.736, 1843.81]","[-223.651, 32.5985, 1792.45]","[-280.629, 47.9787, 1651.8]","[-320.676, -161.879, 1491.57]","[-251.222, -396.68, 1333.67]","[-147.212, -1.14696, 1962.95]","[77.8487, 30.9514, 2103.81]","[254.583, 255.929, 2159.64]","[-229.706, -196.823, 1693.97]","[-234.508, -367.114, 1624.65]","[-311.96, -402.441, 1544.15]","[-280.852, -750.09, 1358.53]","[-278.605, -1122.39, 1358.18]","[-134.889, -423.105, 1609.37]","[-133.611, -817.274, 1609.04]","[-133.611, -1188.87, 1609.04]","[-262.798, -357.546, 1359.98]","[225.128, 218.431, 2150.33]","[-221.714, 105.716, 1823.82]","[0, 0, 0]"
46,30.303,2,252,"[817.183, 172.604, 2257.91]","[844.572, 4.76067, 2179.3]","[723.928, -62.6854, 2183.78]","[731.416, -333.169, 2152.28]","[672.952, -613.746, 2091.59]","[828.419, 37.9267, 2024.74]","[581.348, 139.214, 1999.48]","[359.907, 267.749, 2145.06]","[796.675, -209.935, 2070.09]","[790.775, -387.899, 2013.92]","[708.952, -541.715, 2006.69]","[710.814, -945.932, 2012.51]","[710.814, -1321.75, 2012.51]","[876.924, -515.679, 1949.76]","[774.351, -775.902, 1665.23]","[774.959, -1160.77, 1670.98]","[682.634, -566.583, 2100.4]","[396.814, 246.321, 2120.79]","[860.259, 75.0567, 2215.07]","[0, 0, 0]"
47,30.303,2,145,"[-181.745, 215.999, 1835.26]","[-216.389, 32.8445, 1782.68]","[-274.459, 47.7901, 1642.84]","[-320.406, -160.275, 1482.4]","[-248.343, -395.956, 1324.47]","[-147.224, 0.169402, 1956.54]","[73.1128, 18.7268, 2105.64]","[243.844, 250.809, 2158.03]","[-226.386, -196.399, 1687.21]","[-231.793, -366.959, 1620.17]","[-309.237, -402.014, 1540.35]","[-275.692, -751.669, 1358.77]","[-271.184, -1123.97, 1358.46]","[-132.176, -422.208, 1609.02]","[-131.038, -817.026, 1609.11]","[-131.038, -1188.92, 1609.11]","[-260.353, -356.675, 1350.79]","[215.39, 212.126, 2149.3]","[-213.181, 106.324, 1813.27]","[0, 0, 0]"
47,30.303,2,252,"[810.652, 176.543, 2253.89]","[842.94, 6.68267, 2180.49]","[717.456, -58.0183, 2186.72]","[724.5, -336.444, 2155.32]","[668.96, -609.721, 2091.67]","[827.721, 42.6014, 2023.12]","[578.989, 143.909, 2012.0]","[355.664, 284.286, 2141.99]","[797.11, -211.918, 2074.51]","[791.177, -390.269, 2017.94]","[709.323, -545.884, 2013.6]","[710.06, -948.64, 2017.69]","[710.06, -1325.24, 2017.69]","[877.582, -516.468, 1949.66]","[772.659, -781.622, 1668.88]","[773.775, -1162.05, 1671.42]","[676.977, -561.586, 2101.37]","[392.882, 260.878, 2120.33]","[857.886, 77.9553, 2215.04]","[0, 0, 0]"
48,30.303,2,145,"[-176.292, 216.549, 1826.07]","[-209.986, 33.0119, 1772.85]","[-267.722, 49.0699, 1632.57]","[-319.896, -158.525, 1473.87]","[-246.593, -395.379, 1316.23]","[-146.295, 1.47206, 1948.88]","[72.6878, 3.26509, 2100.22]","[236.673, 241.371, 2153.31]","[-222.666, -196.146, 1680.42]","[-228.421, -366.706, 1614.86]","[-306.622, -401.276, 1536.49]","[-263.146, -751.761, 1358.48]","[-253.173, -1123.34, 1357.94]","[-129.098, -421.576, 1608.94]","[-127.457, -816.959, 1609.12]","[-127.457, -1189.16, 1609.12]","[-258.809, -355.904, 1342.51]","[209.343, 201.686, 2144.46]","[-205.901, 106.856, 1802.64]","[0, 0, 0]"
48,30.303,2,252,"[801.682, 180.928, 2248.2]","[841.032, 9.38562, 2181.77]","[713.257, -54.5519, 2187.86]","[713.975, -332.088, 2155.2]","[662.038, -605.732, 2089.76]","[826.596, 45.9145, 2021.76]","[576.467, 145.226, 2021.71]","[355.031, 301.694, 2135.17]","[797.141, -213.328, 2079.7]","[791.433, -392.163, 2023.48]","[709.626, -548.431, 2019.89]","[710.041, -950.42, 2023.34]","[710.041, -1327.64, 2023.34]","[876.638, -516.603, 1950.55]","[875.734, -917.502, 1951.26]","[875.734, -1294.72, 1951.26]","[669.45, -557.657, 2100.09]","[391.932, 275.601, 2116.26]","[855.277, 81.6496, 2214.89]","[0, 0, 0]"
49,30.303,2,145,"[-169.187, 216.683, 1815.69]","[-204.063, 33.1505, 1763.67]","[-263.0, 51.2009, 1623.01]","[-319.169, -156.895, 1466.53]","[-244.382, -395.265, 1310.52]","[-140.439, -3.79345, 1934.06]","[77.9988, -14.5758, 2085.84]","[233.003, 230.098, 2139.85]","[-217.942, -196.083, 1674.53]","[-223.34, -366.443, 1609.64]","[-302.448, -399.838, 1532.91]","[-245.423, -749.93, 1357.61]","[-232.546, -1120.51, 1356.77]","[-124.667, -421.267, 1609.04]","[-121.833, -817.218, 1609.26]","[-121.833, -1189.72, 1609.26]","[-256.845, -355.538, 1336.53]","[207.169, 189.319, 2130.85]","[-199.572, 107.402, 1792.55]","[0, 0, 0]"
49,30.303,2,252,"[791.584, 184.685, 2239.91]","[838.109, 11.7084, 2182.88]","[710.499, -53.8362, 2188.68]","[707.842, -328.005, 2153.66]","[655.359, -604.781, 2088.04]","[825.109, 48.101, 2020.47]","[574.298, 146.118, 2026.01]","[362.758, 323.109, 2129.8]","[796.346, -214.161, 2084.55]","[791.3, -393.765, 2029.61]","[709.771, -548.465, 2025.74]","[709.93, -949.039, 2028.84]","[709.93, -1326.73, 2028.84]","[874.321, -516.124, 1953.1]","[872.433, -917.103, 1955.11]","[872.433, -1294.79, 1955.11]","[663.253, -556.934, 2098.68]","[398.011, 293.603, 2112.5]","[851.63, 84.8277, 2214.71]","[0, 0, 0]"
50,31.25,2,145,"[-161.843, 216.898, 1803.67]","[-198.467, 33.2631, 1754.96]","[-262.672, 55.4288, 1614.29]","[-318.321, -154.855, 1460.72]","[-241.844, -395.451, 1308.77]","[-131.445, -10.492, 1916.38]","[88.1451, -21.4396, 2066.68]","[245.159, 223.705, 2112.86]","[-212.011, -196.26, 1669.44]","[-216.161, -366.44, 1605.12]","[-296.215, -398.189, 1530.07]","[-227.988, -746.77, 1354.96]","[-216.88, -1116.97, 1352.77]","[-118.312, -421.552, 1609.34]","[-114.018, -818.266, 1609.65]","[-114.018, -1191.06, 1609.65]","[-254.589, -355.353, 1334.09]","[218.986, 182.846, 2105.17]","[-194.065, 107.98, 1782.8]","[0, 0, 0]"
50,31.25,2,252,"[782.282, 188.713, 2231.07]","[834.179, 14.9211, 2183.54]","[708.858, -54.4736, 2190.19]","[705.958, -325.313, 2151.96]","[651.724, -608.068, 2089.06]","[823.357, 49.3213, 2019.58]","[572.497, 147.329, 2027.01]","[378.038, 350.729, 2123.52]","[795.187, -212.52, 2087.96]","[790.991, -393.036, 2034.29]","[709.641, -546.915, 2027.2]","[709.531, -947.02, 2026.65]","[709.531, -1325.08, 2026.65]","[872.2, -515.41, 1956.13]","[870.775, -916.713, 1958.26]","[870.775, -1294.77, 1958.26]","[660.276, -559.926, 2099.42]","[410.446, 316.828, 2107.44]","[846.819, 88.6663, 2214.52]","[0, 0, 0]"
51,31.25,2,145,"[-154.754, 217.209, 1791.01]","[-193.049, 33.3175, 1746.58]","[-263.076, 57.2041, 1606.51]","[-317.991, -155.428, 1456.01]","[-240.795, -397.584, 1307.74]","[-120.158, -13.0097, 1901.3]","[101.62, -26.2848, 2048.19]","[267.838, 214.152, 2079.57]","[-206.058, -197.005, 1665.06]","[-208.421, -366.802, 1601.22]","[-289.324, -398.985, 1527.97]","[-214.653, -743.533, 1346.76]","[-207.758, -1114.37, 1340.2]","[-111.813, -423.247, 1609.99]","[-107.77, -821.362, 1610.52]","[-107.77, -1194.46, 1610.52]","[-253.66, -357.225, 1332.45]","[240.122, 174.079, 2074.34]","[-188.806, 108.548, 1773.21]","[0, 0, 0]"
51,31.25,2,252,"[776.77, 192.736, 2224.85]","[830.085, 18.0118, 2183.73]","[709.864, -56.3119, 2194.37]","[708.537, -324.339, 2151.04]","[651.255, -609.839, 2089.96]","[821.964, 49.3932, 2020.33]","[571.479, 148.504, 2024.62]","[392.26, 366.678, 2123.66]","[794.157, -209.705, 2089.6]","[790.705, -391.053, 2036.73]","[709.234, -544.882, 2025.48]","[708.905, -945.344, 2022.92]","[708.905, -1323.68, 2022.92]","[870.888, -514.867, 1958.1]","[870.276, -916.714, 1959.11]","[870.276, -1295.05, 1959.11]","[660.561, -561.729, 2100.11]","[422.136, 330.324, 2107.15]","[841.777, 92.1386, 2214.36]","[0, 0, 0]"
52,30.303,2,145,"[-147.475, 217.354, 1779.08]","[-187.493, 33.1778, 1738.8]","[-263.87, 57.3126, 1599.07]","[-318.484, -158.22, 1452.64]","[-240.657, -400.758, 1306.85]","[-109.664, -11.9018, 1890.48]","[115.28, -44.7204, 2028.11]","[286.269, 192.899, 2039.11]","[-199.528, -199.249, 1662.83]","[-199.958, -368.534, 1600.04]","[-282.531, -403.358, 1529.91]","[-203.726, -738.559, 1333.3]","[-198.6, -1108.42, 1323.27]","[-103.95, -426.178, 1610.84]","[-98.9495, -825.399, 1611.46]","[-98.9495, -1198.8, 1611.46]","[-253.628, -360.335, 1331.15]","[257.757, 153.293, 2037.28]","[-183.566, 109.098, 1763.62]","[0, 0, 0]"
52,30.303,2,252,"[773.925, 195.72, 2219.47]","[826.511, 20.5078, 2183.65]","[714.932, -60.3415, 2201.11]","[714.354, -325.984, 2151.06]","[652.106, -611.594, 2090.25]","[821.635, 49.5124, 2021.76]","[570.853, 147.897, 2020.74]","[414.098, 378.643, 2128.84]","[793.458, -206.839, 2090.17]","[790.546, -388.783, 2037.6]","[708.832, -542.505, 2023.45]","[708.559, -943.193, 2021.42]","[708.559, -1321.73, 2021.42]","[870.321, -514.303, 1959.31]","[870.285, -916.374, 1959.72]","[870.285, -1294.91, 1959.72]","[662.382, -563.759, 2100.38]","[440.239, 340.197, 2110.83]","[837.315, 94.8528, 2214.22]","[0, 0, 0]"
53,30.303,2,145,"[-141.542, 217.715, 1769.47]","[-182.257, 33.0493, 1731.72]","[-265.287, 56.6751, 1592.6]","[-319.82, -163.8, 1448.91]","[-240.208, -407.482, 1304.25]","[-101.127, -10.5937, 1881.84]","[120.208, -87.0316, 2008.12]","[288.898, 152.331, 1991.97]","[-194.236, -202.237, 1661.5]","[-193.298, -373.139, 1599.8]","[-277.89, -408.601, 1533.57]","[-192.617, -730.046, 1317.5]","[-186.846, -1097.6, 1306.72]","[-97.9647, -431.458, 1612.0]","[-94.8688, -832.683, 1612.81]","[-94.8688, -1206.38, 1612.81]","[-253.477, -366.868, 1328.36]","[260.775, 112.426, 1994.66]","[-178.359, 109.645, 1754.59]","[0, 0, 0]"
53,30.303,2,252,"[773.365, 199.539, 2215.89]","[823.618, 22.8117, 2183.54]","[722.426, -64.0544, 2209.68]","[721.513, -327.788, 2153.07]","[653.555, -611.773, 2090.49]","[821.478, 50.6769, 2023.7]","[569.669, 145.988, 2015.45]","[430.748, 378.999, 2140.7]","[793.08, -204.199, 2090.44]","[790.512, -386.528, 2037.92]","[708.94, -541.585, 2021.28]","[709.124, -943.864, 2019.59]","[709.124, -1322.54, 2019.59]","[870.515, -513.767, 1960.11]","[773.124, -787.295, 1677.86]","[775.033, -1169.43, 1684.69]","[664.853, -564.364, 2100.93]","[453.916, 340.165, 2119.82]","[833.638, 97.3109, 2214.09]","[0, 0, 0]"
