frameid,fps,people_cnt,bodyid,Head,ShoulderSpine,LeftShoulder,LeftElbow,LeftHand,RightShoulder,RightElbow,RightHand,MidSpine,BaseSpine,LeftHip,LeftKnee,LeftFoot,RightHip,RightKnee,RightFoot,LeftWrist,RightWrist,Neck,Unknown
54,30.303,2,96,"[762.391, 85.6302, 2064.78]","[795.208, -60.1956, 2066.47]","[706.02, -94.8567, 2100.22]","[719.574, -305.766, 2122.4]","[686.6, -532.844, 2118.0]","[907.913, -64.4523, 2011.56]","[744.778, 61.6348, 1965.12]","[572.257, 213.324, 1978.29]","[794.511, -246.856, 2085.28]","[801.444, -395.606, 2057.52]","[723.541, -494.906, 2027.32]","[725.222, -795.96, 2026.94]","[725.222, -1086.12, 2026.94]","[874.063, -483.79, 1994.13]","[792.69, -707.241, 1797.82]","[796.787, -997.645, 1801.31]","[692.094, -494.998, 2118.74]","[601.009, 188.038, 1976.1]","[795.439, 1.66081, 2060.24]","[0, 0, 0]"
55,30.303,2,96,"[771.167, 96.331, 2056.06]","[793.372, -52.7342, 2069.36]","[708.156, -95.473, 2080.85]","[718.068, -303.411, 2114.1]","[683.763, -532.468, 2117.56]","[902.029, -59.5173, 2013.47]","[740.85, 63.9323, 1957.85]","[570.124, 220.602, 1973.11]","[795.139, -238.741, 2090.69]","[801.506, -387.396, 2063.31]","[725.458, -490.097, 2027.71]","[727.498, -796.469, 2026.56]","[727.498, -1086.63, 2026.56]","[871.258, -481.274, 1998.03]","[802.322, -707.91, 1800.71]","[809.847, -998.812, 1800.48]","[689.479, -494.293, 2116.98]","[598.577, 194.487, 1970.57]","[792.787, 9.03775, 2062.28]","[0, 0, 0]"
56,30.303,2,96,"[778.091, 99.1731, 2041.1]","[793.355, -48.8967, 2069.83]","[717.432, -100.643, 2068.7]","[723.107, -306.548, 2108.38]","[683.513, -535.001, 2115.85]","[901.16, -55.1859, 2015.85]","[741.266, 63.2554, 1949.97]","[572.818, 222.064, 1970.25]","[798.179, -234.484, 2091.63]","[803.924, -383.16, 2065.07]","[727.546, -487.492, 2027.81]","[729.244, -795.444, 2027.09]","[729.244, -1085.6, 2027.09]","[871.974, -481.072, 1998.53]","[807.055, -709.052, 1801.15]","[809.317, -1000.17, 1799.77]","[690.111, -496.926, 2114.61]","[600.891, 195.593, 1966.87]","[791.753, 12.8404, 2062.58]","[0, 0, 0]"
57,30.303,2,96,"[782.548, 97.4284, 2027.36]","[794.379, -47.4118, 2068.81]","[728.567, -106.195, 2058.54]","[728.859, -310.72, 2101.69]","[683.167, -538.117, 2112.37]","[902.417, -51.3622, 2017.09]","[744.158, 61.9037, 1941.15]","[575.085, 218.861, 1969.15]","[802.837, -232.745, 2089.4]","[808.023, -381.582, 2064.36]","[729.939, -486.328, 2028.01]","[731.629, -795.032, 2027.78]","[731.629, -1085.19, 2027.78]","[875.057, -482.439, 1997.0]","[809.142, -710.712, 1800.22]","[809.341, -1002.11, 1798.5]","[690.782, -500.217, 2110.59]","[603.261, 192.698, 1964.48]","[791.565, 14.3232, 2061.96]","[0, 0, 0]"
58,30.303,2,96,"[786.865, 94.0511, 2015.57]","[795.837, -47.1231, 2066.8]","[741.669, -110.785, 2049.56]","[735.931, -313.755, 2096.69]","[684.62, -539.279, 2108.8]","[901.445, -49.7074, 2014.44]","[743.152, 59.5755, 1933.96]","[577.346, 217.615, 1968.7]","[808.289, -232.33, 2084.24]","[813.539, -381.525, 2062.19]","[732.928, -486.643, 2028.25]","[734.948, -796.161, 2028.22]","[734.948, -1086.32, 2028.22]","[880.279, -485.335, 1993.68]","[809.559, -713.187, 1798.15]","[808.823, -1005.12, 1796.05]","[693.172, -501.692, 2106.78]","[604.979, 191.273, 1962.91]","[791.69, 14.6354, 2060.99]","[0, 0, 0]"
59,30.303,2,96,"[794.333, 87.8194, 2004.6]","[797.53, -48.5875, 2063.22]","[746.188, -114.195, 2041.81]","[738.224, -316.176, 2091.15]","[684.261, -540.146, 2104.39]","[902.728, -48.2695, 2009.69]","[746.204, 61.7587, 1927.72]","[578.369, 214.756, 1968.3]","[814.353, -233.521, 2078.01]","[820.454, -383.027, 2059.03]","[738.056, -487.331, 2028.06]","[741.72, -796.726, 2027.75]","[741.72, -1086.88, 2027.75]","[887.381, -488.046, 1990.1]","[810.555, -714.74, 1795.58]","[810.797, -1005.69, 1793.54]","[693.255, -502.818, 2102.18]","[606.34, 189.254, 1961.54]","[791.92, 13.1325, 2058.29]","[0, 0, 0]"
60,30.303,2,96,"[807.555, 82.2215, 1996.95]","[800.009, -50.4034, 2058.01]","[740.933, -114.408, 2040.22]","[740.918, -317.089, 2089.7]","[685.13, -539.818, 2100.48]","[907.178, -48.2539, 2007.45]","[747.564, 60.758, 1928.47]","[578.868, 211.988, 1967.03]","[819.995, -235.026, 2071.44]","[827.149, -384.688, 2054.5]","[744.067, -488.327, 2026.66]","[748.075, -797.708, 2025.41]","[748.075, -1087.87, 2025.41]","[895.934, -488.197, 1986.72]","[814.027, -712.04, 1790.99]","[816.523, -999.415, 1787.53]","[694.429, -502.697, 2098.68]","[606.984, 186.782, 1960.6]","[793.336, 11.2553, 2053.53]","[0, 0, 0]"
61,30.303,2,96,"[821.51, 80.4699, 1995.17]","[803.785, -52.4464, 2051.64]","[733.458, -112.206, 2043.77]","[747.001, -315.917, 2091.2]","[688.681, -537.32, 2094.92]","[913.824, -50.453, 2006.51]","[752.332, 60.5794, 1931.05]","[579.746, 207.052, 1965.4]","[824.446, -236.911, 2065.04]","[832.193, -386.537, 2048.31]","[749.375, -490.4, 2023.7]","[752.452, -800.514, 2021.36]","[752.452, -1090.67, 2021.36]","[903.643, -486.363, 1982.44]","[818.578, -698.116, 1775.51]","[821.595, -976.674, 1763.23]","[698.401, -500.419, 2094.3]","[608.511, 182.641, 1959.68]","[796.882, 9.19375, 2047.16]","[0, 0, 0]"
62,30.303,2,96,"[839.387, 78.1898, 2000.34]","[809.391, -56.2859, 2045.44]","[735.648, -115.202, 2043.67]","[758.722, -317.656, 2094.83]","[694.751, -536.784, 2091.53]","[922.456, -54.823, 2003.97]","[759.607, 58.2644, 1933.73]","[584.187, 201.264, 1964.03]","[827.671, -240.852, 2059.4]","[835.49, -390.251, 2041.12]","[753.976, -494.267, 2019.54]","[756.392, -805.657, 2016.53]","[756.392, -1095.82, 2016.53]","[907.982, -486.04, 1976.61]","[825.67, -699.546, 1770.06]","[830.689, -993.032, 1768.14]","[705.414, -500.263, 2092.08]","[613.424, 177.432, 1958.98]","[803.281, 5.4156, 2040.78]","[0, 0, 0]"
63,30.303,2,96,"[861.602, 70.194, 2008.27]","[816.757, -62.1114, 2040.32]","[734.941, -116.135, 2037.84]","[763.057, -316.37, 2094.4]","[697.657, -534.568, 2087.13]","[933.576, -60.3624, 2001.36]","[770.586, 54.5469, 1935.35]","[592.191, 193.66, 1962.78]","[830.265, -246.847, 2055.76]","[837.914, -395.929, 2035.25]","[758.533, -499.065, 2015.5]","[760.991, -810.864, 2012.92]","[760.991, -1101.03, 2012.92]","[910.995, -485.688, 1972.0]","[834.863, -702.569, 1766.51]","[841.157, -996.147, 1765.65]","[708.557, -498.202, 2088.34]","[621.924, 170.475, 1958.21]","[812.241, -0.331283, 2035.15]","[0, 0, 0]"
64,30.303,2,96,"[883.815, 59.0393, 2015.32]","[825.989, -68.7915, 2036.48]","[731.436, -111.576, 2028.31]","[761.863, -310.992, 2085.1]","[700.568, -529.979, 2077.43]","[948.641, -64.9779, 2003.86]","[785.095, 47.865, 1937.43]","[603.71, 183.076, 1961.57]","[832.779, -253.536, 2054.62]","[840.312, -402.26, 2031.8]","[759.97, -493.421, 2010.98]","[759.823, -796.03, 2008.17]","[759.823, -1086.2, 2008.17]","[913.975, -481.443, 1970.87]","[841.516, -698.93, 1764.56]","[845.081, -985.975, 1764.49]","[710.784, -493.481, 2078.71]","[633.941, 160.541, 1957.55]","[823.722, -6.99135, 2030.41]","[0, 0, 0]"
65,31.25,2,96,"[900.321, 52.6569, 2019.63]","[836.247, -74.0072, 2034.14]","[728.433, -101.255, 2023.59]","[759.136, -301.423, 2074.98]","[712.181, -523.135, 2078.32]","[965.211, -67.2017, 2012.07]","[801.964, 40.6365, 1939.22]","[616.027, 169.406, 1960.83]","[835.641, -258.534, 2055.07]","[843.532, -406.838, 2029.88]","[761.925, -480.728, 2006.2]","[762.696, -778.722, 2003.31]","[762.696, -1068.89, 2003.31]","[918.09, -467.327, 1970.39]","[847.492, -688.521, 1767.34]","[850.571, -970.308, 1770.78]","[720.014, -486.184, 2077.76]","[647.017, 147.945, 1957.23]","[836.454, -12.2664, 2027.13]","[0, 0, 0]"
66,30.303,2,96,"[908.763, 52.8384, 2021.83]","[846.085, -77.3424, 2033.01]","[726.458, -86.1614, 2023.77]","[768.633, -280.038, 2086.04]","[738.53, -503.282, 2105.98]","[978.583, -71.0167, 2016.85]","[813.243, 33.3045, 1944.89]","[622.303, 154.83, 1961.44]","[839.201, -263.187, 2056.33]","[847.713, -410.983, 2028.58]","[766.713, -473.312, 2004.89]","[770.068, -777.487, 2005.05]","[770.068, -1067.66, 2005.05]","[921.478, -454.26, 1969.52]","[849.739, -680.809, 1772.92]","[849.754, -966.169, 1777.81]","[743.558, -466.07, 2102.65]","[654.126, 134.577, 1958.68]","[848.359, -15.7058, 2025.28]","[0, 0, 0]"
67,31.25,2,96,"[901.675, 61.0415, 2022.86]","[854.089, -78.4477, 2032.74]","[727.961, -75.8839, 2031.05]","[762.693, -275.639, 2066.99]","[737.454, -500.342, 2075.42]","[991.03, -64.2522, 2014.15]","[821.438, 34.3569, 1945.4]","[623.44, 143.41, 1961.73]","[844.462, -265.781, 2058.21]","[853.383, -412.86, 2027.08]","[772.809, -463.356, 2004.87]","[776.941, -765.445, 2005.7]","[776.941, -1055.62, 2005.7]","[925.593, -435.921, 1968.2]","[852.871, -669.667, 1780.67]","[854.257, -952.322, 1786.51]","[741.66, -462.88, 2074.01]","[656.439, 125.234, 1959.01]","[857.246, -16.9025, 2024.37]","[0, 0, 0]"
68,30.303,2,96,"[882.002, 70.828, 2023.33]","[860.031, -76.401, 2032.82]","[727.59, -52.3918, 2045.35]","[755.077, -255.807, 2059.12]","[736.274, -481.378, 2058.76]","[996.467, -61.1045, 2004.09]","[822.077, 33.7212, 1943.73]","[619.133, 132.905, 1961.93]","[851.015, -264.902, 2059.84]","[859.881, -411.344, 2025.83]","[778.892, -451.037, 2005.09]","[782.65, -751.813, 2005.68]","[782.65, -1042.0, 2005.68]","[929.616, -425.439, 1967.19]","[854.882, -661.762, 1783.32]","[855.501, -947.883, 1784.07]","[739.403, -443.775, 2058.82]","[652.955, 116.372, 1958.9]","[862.976, -14.8996, 2024.01]","[0, 0, 0]"
69,31.25,2,96,"[859.437, 76.0394, 2023.48]","[863.73, -72.9207, 2032.85]","[732.63, -51.4556, 2058.36]","[754.942, -256.947, 2061.09]","[739.263, -482.759, 2052.83]","[998.842, -40.3442, 1985.16]","[808.716, 17.6839, 1939.02]","[607.695, 119.592, 1962.05]","[857.691, -262.564, 2060.51]","[866.167, -408.746, 2025.25]","[787.048, -448.527, 2005.04]","[725.956, -749.599, 1967.98]","[725.956, -1039.79, 1967.98]","[933.92, -423.238, 1966.49]","[856.027, -657.126, 1779.92]","[856.15, -945.87, 1775.87]","[741.873, -445.12, 2054.21]","[641.198, 102.608, 1958.21]","[865.696, -11.413, 2023.87]","[0, 0, 0]"
70,30.303,2,96,"[841.113, 76.5798, 2020.52]","[865.686, -70.441, 2032.2]","[746.832, -77.0694, 2049.99]","[763.591, -283.376, 2054.8]","[742.128, -508.643, 2045.65]","[990.621, -59.9154, 1980.11]","[800.066, 0.861091, 1932.1]","[597.236, 98.0206, 1959.09]","[862.674, -261.279, 2058.36]","[870.55, -407.919, 2024.99]","[793.236, -453.012, 2003.79]","[725.49, -751.339, 1967.99]","[723.156, -1050.23, 1968.05]","[937.722, -427.016, 1965.61]","[856.476, -655.388, 1771.31]","[856.243, -945.996, 1763.91]","[745.704, -471.098, 2047.17]","[631.04, 81.8272, 1954.59]","[866.666, -8.84386, 2023.75]","[0, 0, 0]"
71,30.303,2,96,"[832.307, 74.8337, 2011.44]","[866.535, -69.7228, 2031.01]","[758.069, -95.7048, 2044.79]","[772.096, -302.238, 2051.61]","[745.878, -527.001, 2044.24]","[974.484, -90.556, 1998.94]","[803.838, -12.0327, 1922.3]","[590.828, 57.482, 1940.83]","[865.707, -262.472, 2054.21]","[872.863, -409.972, 2024.95]","[797.555, -467.253, 2001.91]","[722.211, -759.888, 1969.71]","[715.8, -1066.79, 1973.06]","[939.672, -440.921, 1963.87]","[854.587, -660.399, 1761.91]","[852.614, -956.008, 1755.14]","[750.247, -489.541, 2045.47]","[626.335, 45.9105, 1937.74]","[866.807, -7.99174, 2023.58]","[0, 0, 0]"
