frameid,fps,people_cnt,bodyid,Head,ShoulderSpine,LeftShoulder,LeftElbow,LeftHand,RightShoulder,RightElbow,RightHand,MidSpine,BaseSpine,LeftHip,LeftKnee,LeftFoot,RightHip,RightKnee,RightFoot,LeftWrist,RightWrist,Neck,Unknown
42,30.303,2,67,"[-241.588, 202.94, 1896.12]","[-283.112, 22.3192, 1819.57]","[-310.762, 38.1189, 1662.29]","[-318.199, -187.968, 1498.43]","[-236.717, -452.031, 1358.55]","[-132.866, -26.7261, 1833.35]","[10.1935, -39.6307, 2074.61]","[225.084, 160.632, 2184.82]","[-259.991, -200.42, 1720.41]","[-264.449, -389.74, 1645.01]","[-357.527, -421.587, 1554.79]","[-355.488, -833.685, 1564.25]","[-355.488, -1226.7, 1564.25]","[-149.116, -444.405, 1660.02]","[-146.256, -865.173, 1658.39]","[-146.256, -1258.19, 1658.39]","[-250.292, -408.02, 1381.86]","[189.261, 127.237, 2166.45]","[-291.062, 98.928, 1853.67]","[0, 0, 0]"
42,30.303,2,96,"[754.395, 71.3216, 2093.47]","[796.211, -79.5801, 2075.28]","[696.214, -140.044, 2097.15]","[696.214, -367.834, 2097.15]","[696.214, -660.424, 2097.15]","[938.924, -58.5575, 2011.66]","[731.141, 32.1512, 2022.73]","[505.645, 138.183, 2024.35]","[783.727, -285.504, 2065.57]","[788.188, -457.807, 2032.61]","[700.824, -552.048, 2024.81]","[698.037, -895.317, 2024.84]","[698.037, -1212.88, 2024.84]","[873.005, -532.705, 1976.96]","[774.598, -746.795, 1737.03]","[752.008, -1049.64, 1730.64]","[696.214, -576.098, 2097.15]","[543.229, 120.508, 2024.08]","[800.325, -11.7292, 2078.49]","[0, 0, 0]"
43,30.303,2,67,"[-231.739, 204.309, 1899.75]","[-272.727, 21.8088, 1826.08]","[-307.557, 35.7685, 1667.25]","[-318.3, -189.708, 1502.76]","[-246.859, -454.04, 1359.16]","[-109.465, -12.7992, 1838.18]","[25.1197, -16.6519, 2084.51]","[244.249, 186.213, 2174.36]","[-252.197, -202.226, 1729.96]","[-260.211, -391.474, 1654.66]","[-354.07, -419.228, 1570.01]","[-352.19, -837.16, 1580.31]","[-352.19, -1230.05, 1580.31]","[-146.171, -446.754, 1659.9]","[-145.157, -866.88, 1659.45]","[-145.157, -1259.77, 1659.45]","[-258.762, -409.985, 1383.09]","[207.728, 152.391, 2159.38]","[-279.79, 98.9192, 1859.17]","[0, 0, 0]"
43,30.303,2,96,"[758.516, 69.5671, 2122.47]","[787.344, -78.7738, 2080.26]","[690.569, -140.581, 2115.0]","[690.569, -367.825, 2115.0]","[690.569, -662.433, 2115.0]","[921.082, -43.5363, 1997.94]","[713.609, 33.0002, 2043.52]","[493.471, 153.045, 2037.86]","[777.509, -283.78, 2065.53]","[782.299, -456.286, 2032.19]","[696.056, -557.698, 2024.79]","[694.662, -898.927, 2024.88]","[694.662, -1216.25, 2024.88]","[868.693, -533.335, 1976.17]","[748.05, -735.538, 1735.67]","[731.462, -1046.81, 1736.1]","[690.569, -578.17, 2115.0]","[530.156, 133.029, 2038.8]","[790.597, -11.0009, 2085.13]","[0, 0, 0]"
44,30.303,2,67,"[-223.971, 206.172, 1904.41]","[-262.923, 21.2746, 1832.72]","[-304.927, 32.8991, 1672.55]","[-318.569, -192.699, 1508.52]","[-256.891, -459.513, 1365.07]","[-87.4187, 1.00615, 1841.15]","[37.2451, 7.30685, 2092.11]","[249.419, 218.25, 2175.88]","[-247.173, -203.682, 1739.91]","[-257.117, -392.64, 1664.21]","[-352.102, -417.464, 1584.75]","[-351.489, -834.961, 1593.74]","[-351.489, -1227.69, 1593.74]","[-144.384, -447.551, 1664.37]","[-144.036, -865.611, 1668.02]","[-144.036, -1258.34, 1668.02]","[-267.172, -415.044, 1388.98]","[214.063, 183.088, 2161.92]","[-268.351, 98.9166, 1864.75]","[0, 0, 0]"
44,30.303,2,96,"[790.936, 53.0911, 2147.94]","[779.718, -80.67, 2084.68]","[681.879, -142.539, 2120.48]","[681.879, -369.288, 2120.48]","[681.879, -664.544, 2120.48]","[910.397, -25.1292, 1994.55]","[700.874, 26.5437, 2061.43]","[497.175, 171.632, 2040.95]","[771.533, -284.779, 2065.99]","[777.113, -457.339, 2031.84]","[692.819, -561.798, 2024.77]","[692.089, -901.047, 2024.81]","[692.089, -1218.09, 2024.81]","[863.644, -533.907, 1975.64]","[736.215, -733.341, 1735.53]","[733.024, -1051.93, 1736.41]","[681.879, -580.355, 2120.48]","[531.106, 147.428, 2044.36]","[782.432, -13.0198, 2090.86]","[0, 0, 0]"
45,31.25,2,67,"[-218.309, 208.237, 1908.6]","[-254.117, 20.8975, 1838.07]","[-303.324, 30.0828, 1677.89]","[-318.933, -196.078, 1514.96]","[-266.848, -461.59, 1366.3]","[-69.913, 10.4732, 1841.94]","[-61.5829, -264.34, 1841.67]","[-61.5829, -625.598, 1841.67]","[-244.392, -204.689, 1747.56]","[-255.135, -393.444, 1671.67]","[-350.136, -416.854, 1593.55]","[-349.313, -834.677, 1597.11]","[-349.313, -1227.21, 1597.11]","[-142.645, -447.788, 1670.82]","[-142.008, -865.103, 1675.57]","[-142.008, -1257.64, 1675.57]","[-275.527, -417.339, 1391.08]","[-61.5829, -521.364, 1841.67]","[-257.474, 98.9105, 1869.37]","[0, 0, 0]"
45,31.25,2,96,"[827.231, 28.3049, 2148.44]","[773.067, -84.5053, 2088.33]","[670.609, -142.556, 2127.08]","[670.609, -368.847, 2127.08]","[670.609, -662.79, 2127.08]","[904.079, -14.3206, 1998.01]","[695.109, 27.5627, 2076.36]","[506.931, 190.556, 2042.77]","[765.915, -287.804, 2066.95]","[772.473, -458.836, 2031.74]","[689.998, -563.03, 2024.77]","[689.078, -899.556, 2024.79]","[689.078, -1216.3, 2024.79]","[858.863, -534.164, 1976.3]","[730.439, -478.171, 1877.15]","[723.566, -542.229, 1998.28]","[670.609, -578.683, 2127.08]","[538.278, 163.374, 2048.37]","[775.442, -16.9862, 2095.43]","[0, 0, 0]"
46,30.303,2,67,"[-214.17, 209.81, 1911.46]","[-246.715, 20.775, 1840.79]","[-302.329, 28.5254, 1682.2]","[-319.269, -197.726, 1519.71]","[-280.246, -465.822, 1373.05]","[-59.6665, 9.60763, 1846.99]","[-56.7805, -273.396, 1850.72]","[-56.7805, -634.033, 1850.72]","[-242.946, -205.168, 1750.92]","[-254.127, -393.998, 1675.56]","[-349.857, -417.089, 1598.3]","[-350.35, -834.974, 1599.09]","[-350.35, -1227.29, 1599.09]","[-141.574, -448.23, 1677.22]","[-141.341, -865.544, 1681.36]","[-141.341, -1257.86, 1681.36]","[-286.753, -421.14, 1397.49]","[-56.7805, -529.859, 1850.72]","[-248.018, 98.8978, 1871.86]","[0, 0, 0]"
46,30.303,2,96,"[842.489, 24.5856, 2138.05]","[769.816, -91.5008, 2090.83]","[687.618, -51.2726, 2084.41]","[693.933, -379.171, 2114.23]","[693.933, -671.985, 2114.23]","[895.057, -67.8853, 2017.21]","[803.643, -172.591, 2018.77]","[724.531, -229.289, 1940.75]","[762.446, -294.097, 2068.07]","[769.456, -462.985, 2031.49]","[688.793, -564.43, 2024.83]","[688.92, -901.194, 2024.9]","[688.92, -1217.6, 2024.9]","[855.1, -535.24, 1977.14]","[707.897, -589.499, 1815.28]","[692.034, -1029.97, 1741.95]","[693.933, -587.966, 2114.23]","[737.41, -219.226, 1953.75]","[772.267, -24.1052, 2098.39]","[0, 0, 0]"
47,31.25,2,67,"[-210.809, 210.7, 1913.1]","[-241.043, 20.8193, 1841.69]","[-300.609, 29.1456, 1686.91]","[-319.726, -197.326, 1525.21]","[-290.302, -468.708, 1383.62]","[-91.729, -7.77113, 1925.72]","[-125.69, -304.142, 1991.74]","[-125.69, -664.215, 1991.74]","[-242.228, -205.571, 1751.38]","[-253.719, -394.708, 1677.18]","[-350.728, -418.362, 1600.85]","[-315.773, -707.426, 1310.37]","[-293.464, -1171.0, 1397.55]","[-141.653, -450.253, 1683.79]","[-142.222, -868.651, 1687.78]","[-142.222, -1260.71, 1687.78]","[-295.211, -423.477, 1407.22]","[-125.69, -560.107, 1991.74]","[-240.64, 98.8814, 1872.83]","[0, 0, 0]"
47,31.25,2,96,"[837.242, 31.0941, 2126.18]","[770.341, -102.235, 2092.39]","[684.449, -118.828, 2109.01]","[694.11, -382.214, 2114.07]","[614.474, -623.086, 2043.75]","[886.411, -116.42, 2035.0]","[860.385, -292.256, 1989.61]","[838.174, -455.838, 1890.62]","[760.893, -306.175, 2069.26]","[768.702, -472.653, 2030.47]","[690.115, -567.372, 2024.91]","[691.99, -905.271, 2024.97]","[691.99, -1221.33, 2024.97]","[852.921, -539.434, 1978.16]","[732.01, -679.818, 1774.15]","[756.063, -1072.38, 1738.0]","[627.894, -585.475, 2055.35]","[841.729, -428.255, 1907.12]","[773.452, -34.9578, 2100.02]","[0, 0, 0]"
48,29.4118,2,67,"[-209.236, 211.551, 1913.14]","[-237.302, 20.9758, 1841.61]","[-298.771, 30.7078, 1690.8]","[-320.586, -196.378, 1530.61]","[-300.767, -471.326, 1395.61]","[-129.909, -13.7811, 1983.65]","[-160.938, -295.755, 2020.87]","[-160.938, -655.305, 2020.87]","[-242.072, -206.034, 1750.07]","[-253.61, -395.733, 1677.73]","[-352.449, -420.947, 1603.03]","[-303.753, -758.218, 1368.03]","[-296.226, -1171.49, 1396.08]","[-143.282, -454.533, 1691.22]","[-144.916, -874.331, 1695.8]","[-144.916, -1266.11, 1695.8]","[-304.074, -425.5, 1418.11]","[-160.938, -551.271, 2020.87]","[-235.672, 98.864, 1873.01]","[0, 0, 0]"
48,29.4118,2,96,"[824.532, 34.8425, 2117.04]","[774.015, -114.061, 2093.5]","[682.742, -156.44, 2122.76]","[693.179, -389.035, 2113.7]","[613.391, -623.087, 2042.27]","[881.905, -150.666, 2043.81]","[884.181, -357.395, 1973.15]","[888.616, -568.058, 1865.35]","[760.499, -319.531, 2071.26]","[769.327, -483.748, 2030.29]","[692.828, -571.42, 2025.21]","[695.316, -909.742, 2025.47]","[695.316, -1225.43, 2025.47]","[850.896, -546.686, 1979.78]","[752.901, -736.379, 1753.38]","[769.499, -1088.44, 1741.21]","[626.891, -585.613, 2054.1]","[887.868, -532.891, 1883.32]","[778.422, -46.9105, 2100.78]","[0, 0, 0]"
49,31.25,2,67,"[-209.261, 211.205, 1911.5]","[-235.392, 21.1792, 1841.15]","[-297.367, 32.3985, 1693.48]","[-322.074, -195.873, 1535.77]","[-308.473, -470.773, 1400.9]","[-152.576, -13.0906, 2013.99]","[-164.743, -288.999, 2025.28]","[-164.743, -648.054, 2025.28]","[-242.364, -206.708, 1748.08]","[-253.619, -397.063, 1677.87]","[-352.76, -424.512, 1605.05]","[-296.37, -780.099, 1391.54]","[-294.09, -1171.24, 1392.6]","[-146.995, -459.965, 1697.13]","[-150.047, -879.965, 1700.19]","[-150.047, -1271.44, 1700.19]","[-310.74, -424.956, 1423.38]","[-164.743, -544.102, 2025.28]","[-233.019, 98.856, 1872.88]","[0, 0, 0]"
49,31.25,2,96,"[813.888, 34.1307, 2111.29]","[779.442, -124.399, 2094.48]","[682.617, -173.655, 2129.93]","[689.963, -397.296, 2113.13]","[608.191, -620.223, 2032.64]","[886.446, -166.063, 2043.91]","[894.579, -385.763, 1964.69]","[908.07, -614.017, 1855.1]","[761.697, -331.097, 2074.22]","[770.807, -495.076, 2031.83]","[695.255, -574.944, 2026.08]","[697.012, -912.187, 2026.76]","[697.012, -1227.5, 2026.76]","[849.329, -552.707, 1981.84]","[767.027, -765.718, 1743.99]","[775.654, -1092.42, 1741.79]","[622.112, -583.624, 2046.04]","[905.866, -576.031, 1873.37]","[785.189, -57.3663, 2101.06]","[0, 0, 0]"
50,29.4118,2,67,"[-210.39, 210.802, 1909.51]","[-235.028, 21.3394, 1840.74]","[-296.405, 33.4548, 1695.51]","[-324.822, -195.592, 1539.94]","[-312.679, -468.789, 1402.6]","[-163.069, -11.7124, 2025.43]","[59.9687, 51.1298, 2114.21]","[264.741, 271.765, 2178.9]","[-244.01, -207.698, 1746.52]","[-253.736, -398.68, 1678.3]","[-352.599, -430.193, 1607.53]","[-292.891, -789.124, 1398.62]","[-293.175, -1175.18, 1391.77]","[-150.869, -465.145, 1702.43]","[-153.564, -884.178, 1705.09]","[-153.564, -1275.32, 1705.09]","[-314.701, -423.257, 1425.49]","[230.625, 234.987, 2168.12]","[-231.989, 98.8523, 1872.62]","[0, 0, 0]"
50,29.4118,2,96,"[807.524, 32.6683, 2108.12]","[784.691, -130.641, 2095.49]","[684.726, -177.178, 2137.84]","[685.9, -398.814, 2113.3]","[607.991, -621.947, 2038.66]","[892.951, -168.097, 2039.88]","[899.088, -390.906, 1961.06]","[913.268, -623.826, 1853.79]","[764.559, -338.481, 2078.04]","[772.522, -503.6, 2036.43]","[694.162, -572.536, 2028.24]","[692.715, -904.268, 2029.93]","[692.715, -1219.18, 2029.93]","[849.569, -550.18, 1983.97]","[767.245, -770.34, 1742.48]","[763.718, -1078.23, 1745.45]","[621.208, -584.913, 2051.1]","[910.952, -585.08, 1871.67]","[791.177, -63.6676, 2101.12]","[0, 0, 0]"
51,30.303,2,67,"[-211.486, 209.991, 1908.39]","[-235.692, 21.445, 1840.46]","[-295.813, 34.2024, 1697.07]","[-330.701, -196.658, 1542.6]","[-310.879, -466.304, 1400.64]","[-166.89, -10.6435, 2027.25]","[74.8167, 68.0869, 2124.55]","[271.541, 296.672, 2177.76]","[-247.275, -208.833, 1745.61]","[-253.985, -398.376, 1679.34]","[-352.727, -432.427, 1610.1]","[-291.895, -790.526, 1401.9]","[-293.197, -1174.82, 1397.25]","[-152.455, -466.079, 1704.87]","[-152.926, -880.951, 1705.24]","[-152.926, -1271.74, 1705.24]","[-314.184, -421.364, 1424.3]","[238.761, 258.573, 2168.89]","[-231.799, 98.8401, 1872.34]","[0, 0, 0]"
51,30.303,2,96,"[804.418, 32.5629, 2106.49]","[789.34, -132.672, 2096.23]","[688.78, -174.572, 2142.94]","[684.143, -396.105, 2114.04]","[617.056, -626.226, 2061.69]","[898.424, -161.598, 2034.31]","[900.857, -383.908, 1960.1]","[913.635, -616.541, 1856.76]","[769.661, -341.679, 2081.07]","[774.326, -508.617, 2042.25]","[691.719, -566.339, 2032.52]","[689.533, -895.26, 2035.77]","[689.533, -1209.78, 2035.77]","[850.437, -545.034, 1987.2]","[753.916, -763.99, 1748.49]","[740.545, -1066.86, 1755.94]","[628.358, -587.862, 2070.41]","[911.539, -577.826, 1873.98]","[795.65, -65.6997, 2101.09]","[0, 0, 0]"
52,30.303,2,67,"[-212.459, 208.92, 1907.86]","[-236.801, 21.5265, 1840.29]","[-296.955, 34.935, 1698.83]","[-340.558, -195.398, 1544.48]","[-304.445, -460.051, 1398.08]","[-167.728, -9.95723, 2025.14]","[85.661, 52.1735, 2129.65]","[271.762, 290.525, 2169.71]","[-251.342, -209.935, 1745.15]","[-254.406, -397.152, 1680.28]","[-353.076, -432.155, 1613.13]","[-291.968, -789.495, 1406.4]","[-293.258, -1175.0, 1406.06]","[-153.047, -464.076, 1705.34]","[-152.879, -876.603, 1704.54]","[-152.879, -1267.02, 1704.54]","[-310.469, -415.944, 1422.48]","[240.75, 250.798, 2163.03]","[-231.944, 98.8222, 1872.06]","[0, 0, 0]"
52,30.303,2,96,"[803.112, 33.405, 2105.56]","[793.325, -132.325, 2096.6]","[692.121, -169.344, 2144.15]","[684.286, -391.409, 2114.9]","[630.435, -627.824, 2083.24]","[900.1, -155.972, 2030.45]","[900.855, -376.425, 1960.49]","[913.058, -606.731, 1859.71]","[775.872, -342.563, 2082.64]","[776.307, -511.161, 2046.35]","[690.839, -562.147, 2037.48]","[690.399, -893.34, 2040.88]","[690.399, -1207.45, 2040.88]","[852.662, -542.22, 1991.22]","[746.249, -757.791, 1754.85]","[740.692, -1064.44, 1760.54]","[639.462, -588.355, 2088.52]","[911.045, -568.383, 1876.51]","[798.892, -65.3446, 2101.05]","[0, 0, 0]"
