frameid,fps,people_cnt,bodyid,Head,ShoulderSpine,LeftShoulder,LeftElbow,LeftHand,RightShoulder,RightElbow,RightHand,MidSpine,BaseSpine,LeftHip,LeftKnee,LeftFoot,RightHip,RightKnee,RightFoot,LeftWrist,RightWrist,Neck,Unknown
39,31.25,2,171,"[414.205, 310.454, 1936.89]","[438.696, 131.592, 1883.12]","[430.821, 133.077, 2044.53]","[431.952, -130.141, 2043.94]","[431.952, -457.348, 2043.94]","[484.981, 128.934, 1759.24]","[379.288, -78.0891, 1635.78]","[117.103, -173.135, 1618.46]","[418.299, -91.3088, 1837.43]","[409.924, -271.853, 1804.13]","[318.27, -426.964, 1773.49]","[323.398, -762.001, 1590.03]","[322.561, -1106.93, 1592.21]","[496.762, -408.905, 1754.05]","[497.236, -784.886, 1754.52]","[497.236, -1140.43, 1754.52]","[431.952, -362.936, 2043.94]","[160.795, -157.266, 1621.35]","[445.493, 205.89, 1898.35]","[0, 0, 0]"
39,31.25,2,148,"[-711.875, 370.107, 1836.29]","[-742.271, 180.414, 1795.56]","[-816.613, 167.835, 1661.45]","[-849.455, -119.637, 1609.11]","[-719.724, -363.834, 1465.4]","[-684.785, 169.885, 1935.97]","[-509.688, -65.035, 1960.38]","[-218.162, -122.938, 1866.83]","[-752.334, -72.1691, 1805.19]","[-754.514, -261.345, 1762.32]","[-828.71, -319.584, 1698.77]","[-697.992, -586.949, 1417.4]","[-694.223, -969.008, 1413.65]","[-678.782, -332.924, 1802.0]","[-677.226, -745.135, 1802.96]","[-677.226, -1130.52, 1802.96]","[-741.345, -323.135, 1489.35]","[-266.75, -113.289, 1882.42]","[-738.986, 262.872, 1792.42]","[0, 0, 0]"
40,30.303,2,171,"[415.756, 310.82, 1936.98]","[442.499, 132.788, 1883.97]","[432.185, 133.825, 2043.98]","[432.325, -128.619, 2043.65]","[432.325, -455.907, 2043.65]","[484.188, 134.836, 1755.26]","[372.262, -73.2061, 1638.81]","[102.268, -147.718, 1635.92]","[419.586, -90.495, 1840.89]","[412.746, -269.423, 1807.34]","[318.279, -414.989, 1778.56]","[322.725, -750.98, 1596.93]","[322.14, -1094.28, 1602.07]","[499.856, -403.871, 1756.11]","[502.24, -778.178, 1757.62]","[502.24, -1134.23, 1757.62]","[432.325, -361.362, 2043.65]","[147.275, -135.293, 1636.4]","[450.142, 207.285, 1898.35]","[0, 0, 0]"
40,30.303,2,148,"[-711.324, 367.55, 1837.99]","[-740.63, 177.491, 1797.64]","[-814.125, 163.709, 1662.44]","[-849.447, -119.994, 1609.66]","[-720.682, -363.472, 1464.85]","[-676.972, 164.196, 1935.56]","[-508.976, -71.4514, 1962.24]","[-218.082, -123.535, 1864.98]","[-751.232, -75.63, 1806.71]","[-753.29, -265.663, 1763.38]","[-828.631, -323.853, 1699.41]","[-690.503, -579.894, 1411.19]","[-685.232, -960.816, 1406.97]","[-676.115, -337.252, 1802.77]","[-674.344, -750.187, 1803.09]","[-674.344, -1135.57, 1803.09]","[-742.143, -322.892, 1488.99]","[-266.564, -114.856, 1881.19]","[-737.177, 259.95, 1794.69]","[0, 0, 0]"
41,30.303,2,171,"[418.51, 311.486, 1937.25]","[445.888, 134.159, 1884.5]","[432.642, 132.274, 2042.16]","[432.323, -131.781, 2040.76]","[432.323, -459.238, 2040.76]","[483.952, 136.957, 1753.5]","[366.146, -71.4934, 1644.42]","[92.2212, -132.406, 1648.42]","[420.388, -89.2973, 1843.05]","[415.761, -266.207, 1809.18]","[319.281, -397.691, 1780.88]","[321.784, -736.901, 1606.75]","[321.065, -1081.34, 1613.74]","[505.408, -391.134, 1759.81]","[509.563, -760.097, 1762.53]","[509.563, -1116.66, 1762.53]","[432.323, -364.557, 2040.76]","[137.889, -122.269, 1647.76]","[454.4, 208.771, 1898.34]","[0, 0, 0]"
41,30.303,2,148,"[-711.221, 364.063, 1838.48]","[-738.737, 173.385, 1798.27]","[-813.184, 160.592, 1662.01]","[-848.503, -119.889, 1609.56]","[-721.764, -363.074, 1462.98]","[-670.446, 159.108, 1935.54]","[-507.22, -75.9021, 1963.08]","[-216.941, -123.902, 1862.57]","[-748.777, -80.5694, 1805.21]","[-750.604, -271.376, 1762.32]","[-828.127, -325.754, 1699.26]","[-685.679, -579.855, 1411.2]","[-683.21, -967.015, 1412.66]","[-673.237, -342.124, 1802.5]","[-675.063, -736.07, 1678.58]","[-675.063, -1121.46, 1678.58]","[-742.887, -322.543, 1487.41]","[-265.321, -115.903, 1879.32]","[-735.476, 255.874, 1796.02]","[0, 0, 0]"
42,30.303,2,171,"[422.754, 312.457, 1937.73]","[448.241, 135.4, 1884.77]","[432.419, 126.85, 2037.97]","[431.811, -139.627, 2034.75]","[431.811, -471.519, 2034.75]","[484.002, 136.891, 1753.24]","[361.395, -71.4569, 1650.64]","[82.8703, -123.698, 1655.86]","[420.408, -88.1174, 1844.13]","[417.863, -263.27, 1810.11]","[322.308, -384.971, 1782.23]","[320.425, -726.542, 1613.95]","[319.451, -1076.88, 1617.95]","[509.645, -379.367, 1766.47]","[512.15, -751.187, 1771.39]","[512.15, -1108.28, 1771.39]","[431.811, -376.698, 2034.75]","[129.303, -115.013, 1654.99]","[457.537, 210.077, 1898.34]","[0, 0, 0]"
42,30.303,2,148,"[-710.702, 361.28, 1838.19]","[-736.103, 169.858, 1797.75]","[-812.263, 158.615, 1660.99]","[-847.255, -119.21, 1609.28]","[-722.934, -362.29, 1459.91]","[-663.724, 156.033, 1935.43]","[-504.777, -78.5413, 1963.35]","[-214.854, -124.2, 1859.81]","[-744.244, -85.0636, 1801.12]","[-746.512, -276.442, 1759.2]","[-826.944, -326.089, 1698.56]","[-685.395, -585.103, 1414.48]","[-686.678, -975.892, 1418.0]","[-669.26, -344.98, 1801.1]","[-673.662, -736.809, 1680.2]","[-666.597, -1125.9, 1688.29]","[-743.654, -321.776, 1484.8]","[-263.175, -116.59, 1877.07]","[-733.465, 252.388, 1796.66]","[0, 0, 0]"
43,30.303,2,171,"[427.807, 313.436, 1938.3]","[449.326, 136.336, 1884.78]","[431.044, 122.163, 2033.96]","[429.701, -143.097, 2031.33]","[429.701, -477.536, 2031.33]","[484.257, 135.444, 1754.18]","[356.627, -71.2371, 1654.92]","[74.9736, -121.704, 1661.01]","[419.809, -87.2025, 1844.2]","[418.857, -261.438, 1810.46]","[325.271, -376.599, 1783.08]","[319.19, -720.242, 1619.57]","[318.437, -1075.1, 1622.24]","[510.857, -373.476, 1773.81]","[510.699, -751.518, 1778.7]","[510.699, -1109.15, 1778.7]","[429.701, -382.571, 2031.33]","[121.924, -113.311, 1660.0]","[459.19, 211.057, 1898.35]","[0, 0, 0]"
43,30.303,2,148,"[-709.698, 359.69, 1837.65]","[-732.504, 167.512, 1796.41]","[-810.644, 157.569, 1660.04]","[-845.995, -118.029, 1608.97]","[-724.065, -360.726, 1456.04]","[-656.198, 154.455, 1934.77]","[-501.038, -79.8914, 1963.31]","[-211.212, -124.671, 1857.61]","[-738.337, -88.341, 1794.92]","[-741.694, -280.068, 1754.2]","[-825.363, -325.776, 1697.25]","[-685.374, -588.155, 1415.46]","[-686.16, -975.834, 1416.17]","[-664.854, -346.293, 1798.17]","[-668.525, -739.601, 1687.31]","[-658.319, -1130.44, 1701.18]","[-744.386, -320.276, 1481.53]","[-259.517, -117.208, 1875.23]","[-730.619, 250.063, 1796.89]","[0, 0, 0]"
44,30.303,2,171,"[433.089, 313.562, 1940.33]","[449.629, 136.745, 1884.9]","[428.064, 118.288, 2030.43]","[425.647, -146.789, 2028.41]","[425.647, -481.865, 2028.41]","[484.316, 134.31, 1755.08]","[351.193, -69.9962, 1657.39]","[68.5228, -123.045, 1663.51]","[419.159, -86.9113, 1844.24]","[419.198, -261.075, 1811.01]","[327.269, -372.272, 1783.69]","[318.303, -717.45, 1623.19]","[317.882, -1075.5, 1624.4]","[510.793, -370.351, 1777.79]","[509.97, -750.786, 1779.42]","[509.97, -1108.97, 1779.42]","[425.647, -386.753, 2028.41]","[115.64, -114.215, 1662.49]","[459.817, 211.533, 1898.5]","[0, 0, 0]"
44,30.303,2,148,"[-707.279, 359.072, 1837.08]","[-728.15, 166.226, 1795.06]","[-808.17, 157.617, 1659.15]","[-844.571, -116.144, 1608.7]","[-725.101, -359.239, 1453.85]","[-650.633, 152.959, 1934.83]","[-494.209, -78.4415, 1963.0]","[-205.31, -125.806, 1855.07]","[-733.023, -90.4479, 1789.24]","[-737.648, -282.265, 1749.28]","[-823.286, -325.899, 1695.25]","[-685.461, -590.929, 1414.84]","[-685.937, -978.087, 1414.1]","[-660.65, -347.337, 1793.04]","[-664.134, -743.827, 1695.27]","[-660.159, -1133.47, 1702.85]","[-745.013, -318.723, 1479.66]","[-253.46, -117.911, 1873.06]","[-726.582, 248.769, 1796.93]","[0, 0, 0]"
45,29.4118,2,171,"[438.224, 312.785, 1945.29]","[449.689, 136.829, 1886.22]","[427.442, 114.859, 2029.47]","[427.408, -150.039, 2029.65]","[427.408, -486.219, 2029.65]","[484.135, 133.886, 1756.72]","[350.017, -69.765, 1658.28]","[66.5069, -124.56, 1664.4]","[419.007, -86.9625, 1844.89]","[419.371, -261.36, 1811.78]","[328.547, -371.134, 1784.21]","[317.973, -717.121, 1624.64]","[317.994, -1077.12, 1624.41]","[510.449, -369.232, 1779.46]","[509.786, -751.28, 1779.42]","[509.786, -1110.03, 1779.42]","[427.408, -390.957, 2029.65]","[113.761, -115.434, 1663.38]","[459.951, 211.686, 1900.05]","[0, 0, 0]"
45,29.4118,2,148,"[-703.694, 359.022, 1836.57]","[-723.792, 165.641, 1793.92]","[-804.463, 157.986, 1657.96]","[-842.865, -114.229, 1608.31]","[-725.961, -357.737, 1452.22]","[-646.438, 151.165, 1934.96]","[-482.167, -72.9231, 1962.25]","[-195.94, -128.148, 1851.34]","[-728.726, -91.7299, 1784.61]","[-734.336, -283.421, 1744.68]","[-820.658, -326.334, 1692.43]","[-685.276, -593.204, 1412.55]","[-685.303, -979.839, 1410.58]","[-657.772, -348.826, 1787.37]","[-661.279, -748.818, 1703.38]","[-659.813, -1137.87, 1708.88]","[-745.445, -317.153, 1478.23]","[-243.644, -118.942, 1869.83]","[-722.211, 248.16, 1796.9]","[0, 0, 0]"
46,31.25,2,171,"[442.427, 311.571, 1952.56]","[449.83, 136.779, 1889.06]","[428.073, 112.249, 2031.6]","[428.949, -151.786, 2034.06]","[428.949, -489.533, 2034.06]","[483.767, 134.108, 1759.44]","[351.684, -69.6928, 1658.65]","[67.04, -125.732, 1664.65]","[419.727, -87.1043, 1846.16]","[419.686, -261.669, 1812.79]","[329.141, -372.54, 1784.67]","[317.787, -718.655, 1624.21]","[317.825, -1080.09, 1622.89]","[510.647, -369.395, 1779.89]","[510.684, -752.496, 1779.28]","[510.684, -1111.82, 1779.28]","[428.949, -394.118, 2034.06]","[114.482, -116.395, 1663.65]","[459.902, 211.684, 1903.41]","[0, 0, 0]"
46,31.25,2,148,"[-700.618, 359.578, 1835.82]","[-720.234, 165.445, 1793.13]","[-801.677, 158.754, 1656.88]","[-840.135, -112.41, 1607.51]","[-726.038, -357.957, 1450.68]","[-643.84, 150.011, 1935.85]","[-472.16, -67.2733, 1961.54]","[-187.225, -128.691, 1847.93]","[-725.86, -92.4113, 1781.52]","[-732.099, -283.836, 1741.16]","[-817.835, -326.129, 1689.62]","[-685.353, -594.638, 1409.91]","[-685.535, -980.591, 1408.0]","[-656.653, -348.586, 1784.07]","[-659.379, -751.177, 1710.59]","[-658.724, -1137.41, 1714.68]","[-745.055, -317.033, 1476.82]","[-234.714, -118.454, 1866.86]","[-718.436, 247.935, 1796.84]","[0, 0, 0]"
47,29.4118,2,171,"[445.138, 310.688, 1960.25]","[450.095, 136.696, 1893.21]","[429.551, 109.717, 2035.97]","[430.886, -154.105, 2039.7]","[430.886, -493.309, 2039.7]","[483.298, 134.786, 1762.99]","[353.867, -68.9703, 1659.24]","[68.0484, -126.448, 1665.04]","[421.05, -87.2093, 1848.06]","[420.168, -261.717, 1814.13]","[329.132, -375.21, 1785.11]","[317.716, -721.244, 1623.1]","[317.781, -1083.53, 1621.76]","[511.397, -370.028, 1779.76]","[511.939, -753.641, 1779.11]","[511.939, -1113.55, 1779.11]","[430.886, -397.738, 2039.7]","[115.685, -116.869, 1664.08]","[459.815, 211.624, 1908.32]","[0, 0, 0]"
47,29.4118,2,148,"[-697.529, 360.538, 1834.85]","[-717.169, 165.428, 1792.51]","[-799.031, 159.812, 1655.29]","[-836.243, -110.727, 1606.24]","[-726.513, -358.41, 1449.9]","[-641.984, 149.211, 1937.05]","[-463.96, -62.1753, 1960.44]","[-179.207, -119.712, 1844.63]","[-724.048, -92.5893, 1779.7]","[-730.544, -283.628, 1738.61]","[-814.837, -325.326, 1687.19]","[-685.736, -595.264, 1407.27]","[-686.108, -980.672, 1405.58]","[-656.389, -347.265, 1781.87]","[-717.736, -692.264, 1607.34]","[-757.952, -1027.84, 1517.0]","[-744.802, -317.13, 1475.95]","[-226.666, -110.123, 1863.93]","[-714.97, 247.893, 1796.6]","[0, 0, 0]"
48,31.25,2,171,"[446.914, 310.572, 1967.19]","[450.475, 136.625, 1898.44]","[431.978, 107.79, 2042.75]","[433.869, -155.269, 2047.88]","[433.869, -495.881, 2047.88]","[482.793, 135.693, 1767.13]","[356.294, -67.8469, 1660.14]","[69.2695, -126.724, 1665.82]","[422.736, -87.2387, 1850.62]","[420.821, -261.469, 1815.96]","[327.551, -379.44, 1785.44]","[318.062, -725.319, 1621.54]","[318.427, -1088.99, 1620.16]","[513.699, -371.373, 1779.2]","[515.5, -755.899, 1778.47]","[515.5, -1116.4, 1778.47]","[433.869, -400.153, 2047.88]","[117.107, -116.911, 1664.87]","[459.76, 211.551, 1914.45]","[0, 0, 0]"
48,31.25,2,148,"[-693.317, 361.425, 1833.42]","[-714.28, 165.462, 1791.28]","[-795.705, 160.679, 1652.21]","[-831.388, -110.152, 1604.21]","[-727.348, -360.266, 1450.21]","[-640.686, 149.026, 1937.87]","[-455.251, -56.0965, 1958.58]","[-170.597, -99.1707, 1840.08]","[-722.51, -92.5015, 1778.73]","[-729.168, -283.072, 1736.96]","[-811.409, -324.18, 1684.52]","[-686.219, -595.581, 1404.24]","[-686.596, -980.917, 1402.31]","[-656.11, -345.756, 1780.34]","[-690.01, -718.392, 1657.98]","[-654.798, -1134.63, 1715.36]","[-744.689, -318.581, 1475.87]","[-218.039, -91.9942, 1859.83]","[-711.649, 247.92, 1795.29]","[0, 0, 0]"
49,30.303,2,171,"[448.335, 311.107, 1972.36]","[451.465, 136.592, 1903.86]","[435.923, 106.749, 2050.82]","[438.844, -155.206, 2056.38]","[438.844, -497.321, 2056.38]","[482.403, 136.491, 1771.24]","[359.037, -66.8179, 1661.18]","[70.5613, -126.284, 1666.85]","[424.626, -87.1428, 1853.29]","[421.632, -260.863, 1817.86]","[325.261, -382.254, 1785.82]","[318.695, -728.382, 1620.83]","[319.22, -1091.35, 1620.44]","[516.268, -372.75, 1778.66]","[518.037, -757.676, 1778.16]","[518.037, -1118.78, 1778.16]","[438.844, -401.433, 2056.38]","[118.641, -116.373, 1665.9]","[460.45, 211.483, 1920.79]","[0, 0, 0]"
49,30.303,2,148,"[-687.101, 362.281, 1830.28]","[-711.189, 165.496, 1788.9]","[-789.627, 160.681, 1646.74]","[-826.261, -110.87, 1600.95]","[-727.177, -364.22, 1450.26]","[-638.972, 149.772, 1937.36]","[-449.879, -52.9619, 1955.98]","[-165.597, -78.4184, 1833.57]","[-720.955, -92.4674, 1778.27]","[-727.83, -282.588, 1735.94]","[-808.969, -323.473, 1682.87]","[-686.568, -594.753, 1401.23]","[-686.777, -979.257, 1399.45]","[-655.429, -345.002, 1779.36]","[-663.342, -736.702, 1704.11]","[-638.901, -1137.9, 1743.0]","[-743.692, -321.996, 1475.38]","[-212.977, -74.1797, 1853.97]","[-708.067, 247.961, 1792.3]","[0, 0, 0]"
50,29.4118,2,171,"[449.395, 311.873, 1975.49]","[452.798, 136.577, 1908.55]","[437.017, 105.419, 2057.11]","[437.139, -156.636, 2060.62]","[437.139, -500.017, 2060.62]","[482.206, 137.236, 1774.65]","[361.132, -65.769, 1662.4]","[71.1553, -125.024, 1668.07]","[426.411, -86.9958, 1855.39]","[422.453, -260.184, 1819.36]","[323.171, -383.874, 1786.45]","[319.35, -730.404, 1620.71]","[319.807, -1093.02, 1620.81]","[518.513, -374.134, 1778.41]","[376.413, -580.263, 1549.07]","[420.831, -1071.93, 1617.88]","[437.139, -403.968, 2060.62]","[119.485, -115.148, 1667.12]","[461.632, 211.421, 1926.34]","[0, 0, 0]"
50,29.4118,2,148,"[-678.841, 362.961, 1825.46]","[-707.434, 165.522, 1785.3]","[-781.834, 159.873, 1640.01]","[-821.853, -111.721, 1596.03]","[-725.36, -369.291, 1450.22]","[-635.52, 151.818, 1935.13]","[-447.556, -52.4125, 1952.42]","[-163.849, -69.6816, 1825.76]","[-719.111, -92.5448, 1778.07]","[-726.322, -282.296, 1735.41]","[-806.75, -322.966, 1681.64]","[-686.412, -592.135, 1397.11]","[-686.182, -975.359, 1394.42]","[-654.326, -344.658, 1778.97]","[-647.259, -745.921, 1722.37]","[-637.679, -1136.65, 1730.92]","[-741.442, -326.364, 1474.52]","[-211.133, -66.8051, 1846.87]","[-703.701, 247.995, 1787.61]","[0, 0, 0]"
51,31.25,2,171,"[450.22, 312.496, 1977.4]","[454.347, 136.577, 1912.43]","[437.315, 104.04, 2061.98]","[437.004, -158.029, 2064.29]","[437.004, -502.655, 2064.29]","[482.284, 137.353, 1777.76]","[362.919, -65.3018, 1663.58]","[71.291, -123.162, 1669.52]","[428.021, -86.8078, 1856.86]","[423.218, -259.518, 1820.36]","[321.622, -384.651, 1787.51]","[319.909, -731.546, 1620.97]","[320.238, -1094.14, 1621.31]","[520.389, -374.868, 1778.58]","[401.127, -653.169, 1592.66]","[419.547, -1074.11, 1621.68]","[437.004, -406.444, 2064.29]","[119.896, -113.519, 1668.53]","[463.161, 211.364, 1931.03]","[0, 0, 0]"
51,31.25,2,148,"[-670.013, 363.892, 1818.61]","[-703.136, 165.589, 1781.01]","[-775.467, 159.042, 1633.87]","[-819.133, -111.785, 1590.59]","[-721.693, -373.131, 1450.63]","[-630.904, 154.852, 1931.82]","[-447.2, -52.6708, 1949.76]","[-163.061, -70.5739, 1821.89]","[-716.884, -92.6878, 1777.98]","[-724.663, -282.186, 1735.19]","[-804.809, -322.708, 1680.97]","[-684.847, -585.592, 1390.56]","[-683.487, -965.873, 1386.0]","[-652.864, -344.496, 1779.07]","[-640.933, -748.302, 1717.32]","[-640.121, -1133.07, 1706.85]","[-737.931, -329.574, 1473.95]","[-210.417, -67.5892, 1843.2]","[-698.746, 248.053, 1781.98]","[0, 0, 0]"
52,30.303,2,171,"[450.606, 312.656, 1978.68]","[455.866, 136.545, 1915.15]","[437.088, 102.623, 2065.01]","[436.571, -159.624, 2065.96]","[436.571, -505.675, 2065.96]","[482.566, 136.721, 1780.24]","[364.395, -65.7611, 1664.57]","[71.0884, -122.447, 1670.95]","[429.425, -86.7524, 1857.72]","[423.892, -259.095, 1820.94]","[320.63, -385.603, 1789.0]","[320.437, -732.278, 1620.48]","[320.732, -1095.33, 1620.08]","[521.972, -375.365, 1779.19]","[415.149, -693.399, 1615.46]","[421.857, -1076.96, 1624.42]","[436.571, -409.299, 2065.96]","[119.973, -112.999, 1669.88]","[464.719, 211.307, 1934.38]","[0, 0, 0]"
52,30.303,2,148,"[-663.317, 365.104, 1811.35]","[-698.935, 165.699, 1776.62]","[-771.041, 158.74, 1628.44]","[-816.498, -111.603, 1586.55]","[-715.911, -375.39, 1450.91]","[-627.076, 159.476, 1929.16]","[-449.197, -52.3732, 1947.97]","[-164.542, -82.1965, 1821.2]","[-714.383, -92.8651, 1777.95]","[-722.783, -282.224, 1735.08]","[-802.612, -322.477, 1680.2]","[-682.403, -576.99, 1382.58]","[-680.539, -956.29, 1377.27]","[-650.868, -344.358, 1779.08]","[-640.714, -749.607, 1717.47]","[-643.731, -1134.49, 1715.27]","[-732.673, -331.425, 1473.52]","[-211.984, -77.2263, 1842.33]","[-694.01, 248.139, 1776.19]","[0, 0, 0]"
